Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Dependency=HVAC System Is Shared	Option=None	Option=Electric Boiler	Option=Electric Furnace	Option=Electric Baseboard
CR04	2000s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2000s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	No	Neither Shared	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	No	Only Cooling Shared	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR04	2010s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	No	Neither Shared	0.000000	0.000000	0.000000	1.000000
CR05	<1940	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	No	Only Cooling Shared	0.000000	0.000000	0.000000	1.000000
CR05	<1940	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	<1940	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	No	Neither Shared	0.000000	0.000000	0.000000	1.000000
CR05	1940s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	No	Only Cooling Shared	0.000000	0.000000	0.000000	1.000000
CR05	1940s	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1940s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1950s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	No	Neither Shared	0.000000	1.000000	0.000000	0.000000
CR05	1960s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	No	Only Cooling Shared	0.000000	1.000000	0.000000	0.000000
CR05	1960s	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1960s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	No	Neither Shared	0.000000	0.000000	0.780697	0.219303
CR05	1970s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	No	Only Cooling Shared	0.000000	0.000000	0.780697	0.219303
CR05	1970s	Electricity	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	No	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	Yes	Only Cooling Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	No	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	Yes	Only Heating Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Electricity	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Fuel Oil	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Natural Gas	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	None	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Other Fuel	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	No	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1970s	Propane	Yes	Both Shared	1.000000	0.000000	0.000000	0.000000
CR05	1980s	Electricity	No	Neither Shared	0.000000	0.000000	0.346016	0.653984
CR05	1980s	Electricity	Yes	Neither Shared	1.000000	0.000000	0.000000	0.000000
CR05	1980s	Fuel Oil	No	Neither Shared	1.000000	0.000000	0.000000	0.000000
