,,,,,Central Air Conditioner,Central Air Conditioner,Central Air Conditioner,Central Air Conditioner,Central Air Conditioner,Room Air Conditioner,Room Air Conditioner,Room Air Conditioner,,,,,,
Location,Location Name,Vintage,Heating Fuel,No Air Conditioner,SEER 8,SEER 10,SEER 13,SEER 15,None,EER 8.5,EER 10.7,None,Check Sum,Source,,hasASHP,not has ASHP,
CR04,New England,1980s,Other Fuel,0.298672895987766,4.32528365684666E-02,0.139864167791592,9.15631715369515E-02,0.016506852722447,0.708812971380542,0.136713358464259,0.273426716928517,0.589859924607224,1,RECS, Engineering judgment,,,,
CR04,New England,1990s,Other Fuel,0.222900510223307,1.19012601539839E-02,0.221554315019888,0.118241108474336,1.80305692100223E-02,0.63027274714177,0.135790745639487,0.271581491278975,0.592627763081538,1,RECS, Engineering judgment,,,,
CR04,New England,2000s,Other Fuel,0.253427855536428,0,0.193703336062919,0.186723192084722,2.44400109211803E-02,0.595133460931179,0.113901868464917,0.227803736929834,0.658294394605249,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,pre-1950,Other Fuel,0.158997743326092,3.19200032600726E-02,0.256418839305392,0.172726524248341,2.94784547581324E-02,0.509456178428061,0.116819478367323,0.233638956734646,0.649541564898031,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1950s,Other Fuel,0.143657605787876,0.05807589683547,0.34338320673443,0.21134414743506,3.45149936488423E-02,0.352681755346198,6.96747165194404E-02,0.139349433038881,0.790975850441679,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1960s,Other Fuel,0.163249643193971,5.71746638888243E-02,0.338960398896637,0.220093411408561,0.039032698963537,0.34473882684244,6.04963945494897E-02,0.120992789098979,0.818510816351531,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1970s,Other Fuel,0.136225023544738,0.07676057296802,0.355913729962603,0.227241546708739,4.03367484081141E-02,0.299747401952524,5.45074594692618E-02,0.109014918938524,0.836477621592215,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1980s,Other Fuel,0.12044495914833,0.118202074302808,0.382223134139023,0.250225364717512,4.51102028630111E-02,0.204239223977646,2.79314216097718E-02,5.58628432195436E-02,0.916205735170684,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1990s,Other Fuel,0,3.14338146214805E-02,0.585173097370952,0.312300465356727,4.76226519489948E-02,2.34699707018455E-02,7.82332356728181E-03,1.56466471345636E-02,0.976530029298155,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,2000s,Other Fuel,4.79243485608241E-02,0,0.442781869017087,0.426826123186926,5.58668422260067E-02,7.45251655699809E-02,8.86693900305222E-03,1.77338780061044E-02,0.973399182990843,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,pre-1950,Other Fuel,0.727709248769125,0,0,0,0,1,0.090763583743625,0.18152716748725,0.727709248769125,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1950s,Other Fuel,0.463479458846574,1.98809121816096E-02,0.117549133973205,7.23486793007625E-02,1.18153932194183E-02,0.778405881325005,0.104975474159477,0.209950948318954,0.685073577521569,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1960s,Other Fuel,0.660611043567249,2.33248730354901E-02,0.138281674618966,0.089788912218792,1.59237096579586E-02,0.732680830468793,2.40232623005148E-02,4.80465246010296E-02,0.927930213098456,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1970s,Other Fuel,0.428087312361054,3.72635506737056E-02,0.172778925418581,0.110314795259282,1.95815431047458E-02,0.660061185543686,7.73246243942107E-02,0.154649248788421,0.768026126817368,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1980s,Other Fuel,0.505411535226525,3.63467773681974E-02,0.117532448084929,7.69435365403512E-02,1.38712498081528E-02,0.755305988198369,8.32981509906148E-02,0.16659630198123,0.750105547028156,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1990s,Other Fuel,0.447277089007089,1.36685276886299E-02,0.2544538351572,0.135799221612237,2.07080032954702E-02,0.575370412246463,4.26977744131248E-02,8.53955488262495E-02,0.871906676760626,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,2000s,Other Fuel,0.356041696053839,0,0.212072580942985,0.204430497027977,0.026757702266139,0.556739219762899,6.68991745696866E-02,0.133798349139373,0.79930247629094,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,pre-1950,Other Fuel,0.182380528289943,1.95896779149314E-02,0.157367229332224,0.106004280445142,1.80912711517179E-02,0.698947541155984,0.17218900428868,0.344378008577361,0.483432987133959,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1950s,Other Fuel,0.12647792883872,4.27457468882724E-02,0.252741196271781,0.155556158834197,2.54041566769686E-02,0.523552741328781,0.13235827083002,0.26471654166004,0.602925187509939,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1960s,Other Fuel,0.191613677440126,4.89811682219448E-02,0.290385201935204,0.188552615363107,3.34390631103166E-02,0.438641951369427,8.23427579764335E-02,0.164685515952867,0.752971726070699,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1970s,Other Fuel,9.49942967158314E-02,7.26551601409489E-02,0.336878270275142,0.215087906830488,3.81794038506939E-02,0.337199258902728,8.07349873956321E-02,0.161469974791264,0.757795037813104,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1980s,Other Fuel,0.14335369919073,9.69480418682456E-02,0.313495212584791,0.205232093245542,0.036998892461436,0.347325759839985,0.067990686883085,0.13598137376617,0.796027939350745,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1990s,Other Fuel,9.14974945678684E-02,2.53506803607917E-02,0.471929236900448,0.251863458798116,3.84066217234483E-02,0.212450002217197,4.03175025497761E-02,8.06350050995521E-02,0.879047492350672,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,2000s,Other Fuel,4.97680610737836E-02,0,0.429592177022672,0.414111724757508,5.42026673958645E-02,0.102093430823955,1.74417899167239E-02,3.48835798334477E-02,0.947674630249828,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,pre-1950,Other Fuel,0.115933830419267,3.64146991290553E-02,0.292525499081237,0.197048363712997,3.36293531069151E-02,0.440382084969796,0.10814941818351,0.21629883636702,0.675551745449471,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1950s,Other Fuel,4.48102198993155E-02,6.64183779824735E-02,0.392709486386989,0.241703292305462,3.94730003176012E-02,0.259695843007474,7.16285410360529E-02,0.143257082072106,0.785114376891841,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1960s,Other Fuel,5.28170153814283E-02,0.070401133475467,0.41737361730751,0.271008600308951,4.80623070208694E-02,0.193154341887203,4.67791088352582E-02,9.35582176705164E-02,0.859662673494225,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1970s,Other Fuel,1.37305411244039E-02,9.78717610867751E-02,0.453799420711925,0.289738983289413,5.14304212510378E-02,0.107159413660849,3.11429575121484E-02,6.22859150242969E-02,0.906571127463555,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1980s,Other Fuel,5.15680028992402E-02,0.132478138755338,0.428386808764883,0.280446775428238,5.05584673485332E-02,0.108129809703008,0.018853935601256,0.037707871202512,0.943438193196232,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1990s,Other Fuel,5.83214983727857E-03,3.06366110907472E-02,0.570332325898199,0.30438010835806,4.64148778772256E-02,0.048236076775769,1.41346423128301E-02,2.82692846256601E-02,0.95759607306151,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,2000s,Other Fuel,0.001993043828585,0,0.463922732337018,0.447205170666223,5.85342352659205E-02,3.03378617308385E-02,9.44827263408446E-03,1.88965452681689E-02,0.971655182097747,1,RECS, Engineering judgment,,,,
CR09,Southeast,pre-1950,Other Fuel,0.064586527088697,3.71788319909747E-02,0.298663908903192,0.201183263456831,3.43350377465989E-02,0.428638957902403,0.121350810271235,0.242701620542471,0.635947569186294,1,RECS, Engineering judgment,,,,
CR09,Southeast,1950s,Other Fuel,6.77615349270856E-02,5.92459449192499E-02,0.350301306754134,0.215602072464183,3.52103630599237E-02,0.339640312802509,9.06262592918077E-02,0.181252518583615,0.728121222124577,1,RECS, Engineering judgment,,,,
CR09,Southeast,1960s,Other Fuel,3.19299024089659E-02,6.83681909730189E-02,0.40532130331571,0.26318280440342,4.66744329642325E-02,0.216453268343618,6.15077886448841E-02,0.123015577289768,0.815476634065348,1,RECS, Engineering judgment,,,,
CR09,Southeast,1970s,Other Fuel,2.54729293352616E-02,9.56696441835293E-02,0.443588923179885,0.283219849419275,5.02732355754113E-02,0.127248347641899,0.033925139435546,6.78502788710919E-02,0.898224581693362,1,RECS, Engineering judgment,,,,
CR09,Southeast,1980s,Other Fuel,2.51930830999249E-02,0.129608661643059,0.419107948460067,0.274372296945492,0.04946337070654,0.127447722244841,0.034084879714972,0.068169759429944,0.897745360855084,1,RECS, Engineering judgment,,,,
CR09,Southeast,1990s,Other Fuel,6.76760715777269E-03,3.07957598957235E-02,0.573295046149379,0.305961279668433,4.66559904573802E-02,4.32919238290844E-02,1.21747722237705E-02,0.024349544447541,0.963475683328688,1,RECS, Engineering judgment,,,,
CR09,Southeast,2000s,Other Fuel,1.68216678876376E-02,0,0.460382903745501,0.443792900606887,5.80876066678064E-02,3.77365889798065E-02,6.97164036405627E-03,1.39432807281125E-02,0.979085078907831,1,RECS, Engineering judgment,,,,
CR10,Southwest,pre-1950,Other Fuel,0.325497844385137,2.44298795927451E-02,0.19624939629558,0.132195731794883,2.25612477058288E-02,0.624563744610963,9.96886334086088E-02,0.199377266817218,0.700934099774174,1,RECS, Engineering judgment,,,,
CR10,Southwest,1950s,Other Fuel,0.446802264133217,3.48952754167663E-02,0.206324004025918,0.126987487655358,2.07385554939669E-02,0.61105467740799,5.47508044249243E-02,0.109501608849849,0.835747586725227,1,RECS, Engineering judgment,,,,
CR10,Southwest,1960s,Other Fuel,0.159198694042978,6.19522507044062E-02,0.367284356094215,0.238484693648307,0.042294320375206,0.289984379177866,0.043595228378296,8.71904567565919E-02,0.869214314865112,1,RECS, Engineering judgment,,,,
CR10,Southwest,1970s,Other Fuel,0.247925930708331,7.53095189572526E-02,0.349185665991995,0.222945854988172,3.95742371566244E-02,0.312984722905957,2.16862640658752E-02,4.33725281317505E-02,0.934941207802374,1,RECS, Engineering judgment,,,,
CR10,Southwest,1980s,Other Fuel,0.193168242208485,0.110439033841776,0.357120244253502,0.233791561485751,4.21475447870303E-02,0.256501615631941,2.11111244744853E-02,4.22222489489706E-02,0.936666626576544,1,RECS, Engineering judgment,,,,
CR10,Southwest,1990s,Other Fuel,0.093462778752324,2.83323694930795E-02,0.527436476029671,0.281487063657269,4.29239208637827E-02,0.119820169956198,8.78579706795797E-03,1.75715941359159E-02,0.973642608796126,1,RECS, Engineering judgment,,,,
CR10,Southwest,2000s,Other Fuel,0.113297602665315,0,0.419650712099182,0.404528502794261,5.29483291059772E-02,0.12287245600058,3.19161777842157E-03,6.38323555684315E-03,0.990425146664735,1,RECS, Engineering judgment,,,,
CR11,California,pre-1950,Other Fuel,0.552438297897112,1.58128453641034E-02,0.127027288228724,8.55669655157759E-02,1.46033270380689E-02,0.756989573853328,6.81837586520717E-02,0.136367517304143,0.795448724043785,1,RECS, Engineering judgment,,,,
CR11,California,1950s,Other Fuel,0.393535301869434,3.69678153346985E-02,0.218578234126245,0.134529673068722,2.19702833880201E-02,0.587953994082315,6.48062307376268E-02,0.129612461475254,0.80558130778712,1,RECS, Engineering judgment,,,,
CR11,California,1960s,Other Fuel,0.405378521439483,3.68506750740129E-02,0.21846948758608,0.141856378998903,2.51576696552862E-02,0.577665788685718,5.74290890820785E-02,0.114858178164157,0.827712732753764,1,RECS, Engineering judgment,,,,
CR11,California,1970s,Other Fuel,0.382292515897603,5.71353441521482E-02,0.264917947633874,0.169143135269189,3.00239291235668E-02,0.478779643821222,3.21623759745397E-02,6.43247519490794E-02,0.903512872076381,1,RECS, Engineering judgment,,,,
CR11,California,1980s,Other Fuel,0.307079323958245,8.56781522671899E-02,0.277052429747654,0.181374540386309,3.26978934379756E-02,0.423196984160871,3.87058867342089E-02,7.74117734684178E-02,0.883882339797373,1,RECS, Engineering judgment,,,,
CR11,California,1990s,Other Fuel,0.307343005733901,2.09140791620101E-02,0.389337298996845,0.207785047200089,3.16851112332234E-02,0.350278463407832,1.43118192246435E-02,2.86236384492871E-02,0.957064542326069,1,RECS, Engineering judgment,,,,
CR11,California,2000s,Other Fuel,0.195731930132281,0,0.370858510975705,0.357494539787779,0.046792100965751,0.224854848270766,9.70763937949497E-03,1.94152787589899E-02,0.970877081861515,1,RECS, Engineering judgment,,,,
CR12,Hawaii,pre-1950,Other Fuel,0.23657049589554,0,0,0,0,1,0.254476501368153,0.508953002736306,0.23657049589554,1,RECS, Engineering judgment,,,,
CR12,Hawaii,1950s,Other Fuel,0.666652693355691,0,0,0,0,1,0.111115768881436,0.222231537762873,0.666652693355691,1,RECS, Engineering judgment,,,,
CR12,Hawaii,1960s,Other Fuel,0,0,0,0,0,1,0.333333333333333,0.666666666666667,0,1,RECS, Engineering judgment,,,,
CR12,Hawaii,1970s,Other Fuel,0.410363647149552,0,0,0,0,1,0.196545450950149,0.393090901900299,0.410363647149552,1,RECS, Engineering judgment,,,,
CR12,Hawaii,1980s,Other Fuel,0.816600936368459,0,0,0,0,1,6.11330212105138E-02,0.122266042421028,0.816600936368459,1,RECS, Engineering judgment,,,,
CR12,Hawaii,1990s,Other Fuel,0.428704856787049,6.13011987501918E-03,0.114118546467118,6.09038168836424E-02,9.28721406323239E-03,0.809560302710988,0.12695181530798,0.253903630615959,0.619144554076061,1,RECS, Engineering judgment,,,,
CR12,Hawaii,2000s,Other Fuel,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,pre-1950,None,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,1950s,None,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,1960s,None,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,1970s,None,0.65703195807227,2.21811289833292E-02,0.10284665741783,6.56648831948885E-02,1.16559137668401E-02,0.797651416637112,4.68731528549474E-02,9.37463057098948E-02,0.859380541435158,1,RECS, Engineering judgment,,,,
CR01,Alaska,1980s,None,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,1990s,None,0.735432016075017,8.51625727009527E-03,0.158538971638016,8.46105107055917E-02,1.29022443112805E-02,0.735432016075017,0,0,1,1,RECS, Engineering judgment,,,,
CR01,Alaska,2000s,None,1,0,0,0,0,1,0,0,1,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,pre-1950,None,0.230846993644529,3.23529482428443E-02,0.259896760315014,0.175069289737919,2.98782839493581E-02,0.502802717754864,9.06519080367785E-02,0.181303816073557,0.728044275889665,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,1950s,None,0.186420764985306,5.55137745060577E-02,0.328234240821567,0.202020321392942,3.29923028124399E-02,0.381239360466994,6.49395318272291E-02,0.129879063654458,0.805181404518313,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,1960s,None,0.135931646200454,6.76771749536135E-02,0.401224609961516,0.260522743762843,4.62026816948786E-02,0.224372789627149,2.94803811422318E-02,5.89607622844636E-02,0.911558856573305,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,1970s,None,0.093466576703825,8.57117034655218E-02,0.397417201335533,0.25374042054976,0.045040458722996,0.21809021592619,4.15412130741215E-02,0.083082426148243,0.875376360777635,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,1980s,None,0.114365723178269,0.124609628916591,0.402942868721456,0.263789701042727,4.75555583289661E-02,0.16110224299026,1.55788399373304E-02,3.11576798746608E-02,0.953263480188009,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,1990s,None,1.90748765170688E-02,0.030542674020789,0.568583589804686,0.303446827080701,4.62725619527476E-02,5.11543471410767E-02,1.06931568746693E-02,2.13863137493385E-02,0.967920529375992,1,RECS, Engineering judgment,,,,
CR02,Upper Midwest,2000s,None,5.54233493079497E-02,0,0.45192089429521,0.435635821600792,5.70199347960476E-02,5.54233493079499E-02,0,0,1,1,RECS, Engineering judgment,,,,
CR03,Mountain North,pre-1950,None,0.555896047483748,8.18444810999421E-03,6.57470698740509E-02,4.42879426863502E-02,7.55842289128255E-03,0.874222116438322,0.106108689651525,0.212217379303049,0.681673931045426,1,RECS, Engineering judgment,,,,
CR03,Mountain North,1950s,None,0.588129576290587,2.17426922842197E-02,0.128557212310415,0.079123888121255,1.29218647836745E-02,0.757654342500436,0.056508255403283,0.113016510806566,0.830475233790151,1,RECS, Engineering judgment,,,,
CR03,Mountain North,1960s,None,0.530945967825025,3.76022203472123E-02,0.222925029049129,0.144749446517902,2.56707437760769E-02,0.56905256030968,1.27021974948853E-02,2.54043949897705E-02,0.961893407515344,1,RECS, Engineering judgment,,,,
CR03,Mountain North,1970s,None,0.395034277011226,4.93700586811098E-02,0.228912852708734,0.146154830038471,2.59433659613696E-02,0.549618892610316,5.15282051996966E-02,0.103056410399393,0.84541538440091,1,RECS, Engineering judgment,,,,
CR03,Mountain North,1980s,None,0.267686177536954,0.070610435756509,0.228328836164374,0.149477258705055,2.69475057862505E-02,0.524635963587812,8.56499286836193E-02,0.171299857367239,0.743050213949142,1,RECS, Engineering judgment,,,,
CR03,Mountain North,1990s,None,0.314985845179751,2.08094935579018E-02,0.387390329383597,0.206745970866976,3.15266626362808E-02,0.353527543555245,1.28472327918311E-02,2.56944655836623E-02,0.961458301624507,1,RECS, Engineering judgment,,,,
CR03,Mountain North,2000s,None,0.259219638533866,0,0.354417106525796,0.34164560510425,4.47176498360876E-02,0.259219638533866,0,0,1,1,RECS, Engineering judgment,,,,
CR04,New England,pre-1950,None,0.324210261295736,6.41073247559873E-03,5.14985091667146E-02,3.46899569330938E-02,5.92037806853274E-03,0.90148042335606,0.192423387353441,0.384846774706883,0.422729837939676,1,RECS, Engineering judgment,,,,
CR04,New England,1950s,None,0.394086370213039,1.39962676726146E-02,8.27552140839349E-02,5.09338541412762E-02,8.31809952408256E-03,0.843996564578092,0.149970064788351,0.299940129576702,0.550089805634947,1,RECS, Engineering judgment,,,,
CR04,New England,1960s,None,0.31485050654806,1.99891475066024E-02,0.118505802248644,7.69480634714673E-02,1.36464357478358E-02,0.770910551025451,0.152020014825797,0.304040029651594,0.543939955522609,1,RECS, Engineering judgment,,,,
CR04,New England,1970s,None,0.259553546973432,1.78888770301683E-02,8.29448856680907E-02,5.29581258716175E-02,9.40038751886618E-03,0.836807723911257,0.192418058979275,0.38483611795855,0.422745823062175,1,RECS, Engineering judgment,,,,
CR04,New England,1980s,None,0.298672895987766,4.32528365684666E-02,0.139864167791592,9.15631715369515E-02,0.016506852722447,0.708812971380542,0.136713358464259,0.273426716928517,0.589859924607224,1,RECS, Engineering judgment,,,,
CR04,New England,1990s,None,0.222900510223307,1.19012601539839E-02,0.221554315019888,0.118241108474336,1.80305692100223E-02,0.63027274714177,0.135790745639487,0.271581491278975,0.592627763081538,1,RECS, Engineering judgment,,,,
CR04,New England,2000s,None,0.253427855536428,0,0.193703336062919,0.186723192084722,2.44400109211803E-02,0.595133460931179,0.113901868464917,0.227803736929834,0.658294394605249,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,pre-1950,None,0.158997743326092,3.19200032600726E-02,0.256418839305392,0.172726524248341,2.94784547581324E-02,0.509456178428061,0.116819478367323,0.233638956734646,0.649541564898031,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1950s,None,0.143657605787876,0.05807589683547,0.34338320673443,0.21134414743506,3.45149936488423E-02,0.352681755346198,6.96747165194404E-02,0.139349433038881,0.790975850441679,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1960s,None,0.163249643193971,5.71746638888243E-02,0.338960398896637,0.220093411408561,0.039032698963537,0.34473882684244,6.04963945494897E-02,0.120992789098979,0.818510816351531,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1970s,None,0.136225023544738,0.07676057296802,0.355913729962603,0.227241546708739,4.03367484081141E-02,0.299747401952524,5.45074594692618E-02,0.109014918938524,0.836477621592215,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1980s,None,0.12044495914833,0.118202074302808,0.382223134139023,0.250225364717512,4.51102028630111E-02,0.204239223977646,2.79314216097718E-02,5.58628432195436E-02,0.916205735170684,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,1990s,None,0,3.14338146214805E-02,0.585173097370952,0.312300465356727,4.76226519489948E-02,2.34699707018455E-02,7.82332356728181E-03,1.56466471345636E-02,0.976530029298155,1,RECS, Engineering judgment,,,,
CR05,Great Lakes,2000s,None,4.79243485608241E-02,0,0.442781869017087,0.426826123186926,5.58668422260067E-02,7.45251655699809E-02,8.86693900305222E-03,1.77338780061044E-02,0.973399182990843,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,pre-1950,None,0.727709248769125,0,0,0,0,1,0.090763583743625,0.18152716748725,0.727709248769125,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1950s,None,0.463479458846574,1.98809121816096E-02,0.117549133973205,7.23486793007625E-02,1.18153932194183E-02,0.778405881325005,0.104975474159477,0.209950948318954,0.685073577521569,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1960s,None,0.660611043567249,2.33248730354901E-02,0.138281674618966,0.089788912218792,1.59237096579586E-02,0.732680830468793,2.40232623005148E-02,4.80465246010296E-02,0.927930213098456,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1970s,None,0.428087312361054,3.72635506737056E-02,0.172778925418581,0.110314795259282,1.95815431047458E-02,0.660061185543686,7.73246243942107E-02,0.154649248788421,0.768026126817368,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1980s,None,0.505411535226525,3.63467773681974E-02,0.117532448084929,7.69435365403512E-02,1.38712498081528E-02,0.755305988198369,8.32981509906148E-02,0.16659630198123,0.750105547028156,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,1990s,None,0.447277089007089,1.36685276886299E-02,0.2544538351572,0.135799221612237,2.07080032954702E-02,0.575370412246463,4.26977744131248E-02,8.53955488262495E-02,0.871906676760626,1,RECS, Engineering judgment,,,,
CR06,Pacific Northwest,2000s,None,0.356041696053839,0,0.212072580942985,0.204430497027977,0.026757702266139,0.556739219762899,6.68991745696866E-02,0.133798349139373,0.79930247629094,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,pre-1950,None,0.182380528289943,1.95896779149314E-02,0.157367229332224,0.106004280445142,1.80912711517179E-02,0.698947541155984,0.17218900428868,0.344378008577361,0.483432987133959,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1950s,None,0.12647792883872,4.27457468882724E-02,0.252741196271781,0.155556158834197,2.54041566769686E-02,0.523552741328781,0.13235827083002,0.26471654166004,0.602925187509939,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1960s,None,0.191613677440126,4.89811682219448E-02,0.290385201935204,0.188552615363107,3.34390631103166E-02,0.438641951369427,8.23427579764335E-02,0.164685515952867,0.752971726070699,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1970s,None,9.49942967158314E-02,7.26551601409489E-02,0.336878270275142,0.215087906830488,3.81794038506939E-02,0.337199258902728,8.07349873956321E-02,0.161469974791264,0.757795037813104,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1980s,None,0.14335369919073,9.69480418682456E-02,0.313495212584791,0.205232093245542,0.036998892461436,0.347325759839985,0.067990686883085,0.13598137376617,0.796027939350745,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,1990s,None,9.14974945678684E-02,2.53506803607917E-02,0.471929236900448,0.251863458798116,3.84066217234483E-02,0.212450002217197,4.03175025497761E-02,8.06350050995521E-02,0.879047492350672,1,RECS, Engineering judgment,,,,
CR07,Mid Atlantic,2000s,None,4.97680610737836E-02,0,0.429592177022672,0.414111724757508,5.42026673958645E-02,0.102093430823955,1.74417899167239E-02,3.48835798334477E-02,0.947674630249828,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,pre-1950,None,0.115933830419267,3.64146991290553E-02,0.292525499081237,0.197048363712997,3.36293531069151E-02,0.440382084969796,0.10814941818351,0.21629883636702,0.675551745449471,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1950s,None,4.48102198993155E-02,6.64183779824735E-02,0.392709486386989,0.241703292305462,3.94730003176012E-02,0.259695843007474,7.16285410360529E-02,0.143257082072106,0.785114376891841,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1960s,None,5.28170153814283E-02,0.070401133475467,0.41737361730751,0.271008600308951,4.80623070208694E-02,0.193154341887203,4.67791088352582E-02,9.35582176705164E-02,0.859662673494225,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1970s,None,1.37305411244039E-02,9.78717610867751E-02,0.453799420711925,0.289738983289413,5.14304212510378E-02,0.107159413660849,3.11429575121484E-02,6.22859150242969E-02,0.906571127463555,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1980s,None,5.15680028992402E-02,0.132478138755338,0.428386808764883,0.280446775428238,5.05584673485332E-02,0.108129809703008,0.018853935601256,0.037707871202512,0.943438193196232,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,1990s,None,5.83214983727857E-03,3.06366110907472E-02,0.570332325898199,0.30438010835806,4.64148778772256E-02,0.048236076775769,1.41346423128301E-02,2.82692846256601E-02,0.95759607306151,1,RECS, Engineering judgment,,,,
CR08,Zone 4A,2000s,None,0.001993043828585,0,0.463922732337018,0.447205170666223,5.85342352659205E-02,3.03378617308385E-02,9.44827263408446E-03,1.88965452681689E-02,0.971655182097747,1,RECS, Engineering judgment,,,,
CR09,Southeast,pre-1950,None,0.064586527088697,3.71788319909747E-02,0.298663908903192,0.201183263456831,3.43350377465989E-02,0.428638957902403,0.121350810271235,0.242701620542471,0.635947569186294,1,RECS, Engineering judgment,,,,
CR09,Southeast,1950s,None,6.77615349270856E-02,5.92459449192499E-02,0.350301306754134,0.215602072464183,3.52103630599237E-02,0.339640312802509,9.06262592918077E-02,0.181252518583615,0.728121222124577,1,RECS, Engineering judgment,,,,
CR09,Southeast,1960s,None,3.19299024089659E-02,6.83681909730189E-02,0.40532130331571,0.26318280440342,4.66744329642325E-02,0.216453268343618,6.15077886448841E-02,0.123015577289768,0.815476634065348,1,RECS, Engineering judgment,,,,
CR09,Southeast,1970s,None,2.54729293352616E-02,9.56696441835293E-02,0.443588923179885,0.283219849419275,5.02732355754113E-02,0.127248347641899,0.033925139435546,6.78502788710919E-02,0.898224581693362,1,RECS, Engineering judgment,,,,
CR09,Southeast,1980s,None,2.51930830999249E-02,0.129608661643059,0.419107948460067,0.274372296945492,0.04946337070654,0.127447722244841,0.034084879714972,0.068169759429944,0.897745360855084,1,RECS, Engineering judgment,,,,
CR09,Southeast,1990s,None,6.76760715777269E-03,3.07957598957235E-02,0.573295046149379,0.305961279668433,4.66559904573802E-02,4.32919238290844E-02,1.21747722237705E-02,0.024349544447541,0.963475683328688,1,RECS, Engineering judgment,,,,
CR09,Southeast,2000s,None,1.68216678876376E-02,0,0.460382903745501,0.443792900606887,5.80876066678064E-02,3.77365889798065E-02,6.97164036405627E-03,1.39432807281125E-02,0.979085078907831,1,RECS, Engineering judgment,,,,
CR10,Southwest,pre-1950,None,0.325497844385137,2.44298795927451E-02,0.19624939629558,0.132195731794883,2.25612477058288E-02,0.624563744610963,9.96886334086088E-02,0.199377266817218,0.700934099774174,1,RECS, Engineering judgment,,,,
