Dependency=Vintage	Dependency=Geometry Floor Area	Dependency=ASHRAE IECC Climate Zone 2004	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50
1990s	4000+	2B	0.047744	0.364389	0.325969	0.156104	0.063313	0.024954	0.010015	0.004160	0.002603	0.000718	0.000028	0.000002	0.000000	0.000000	0.000001
1990s	4000+	3A	0.009707	0.193986	0.310246	0.223745	0.126036	0.065650	0.033570	0.017255	0.013791	0.005587	0.000382	0.000038	0.000005	0.000001	0.000001
1990s	4000+	3B	0.047744	0.364389	0.325969	0.156104	0.063313	0.024954	0.010015	0.004160	0.002603	0.000718	0.000028	0.000002	0.000000	0.000000	0.000001
1990s	4000+	3C	0.031867	0.312144	0.333271	0.180090	0.080459	0.034507	0.014949	0.006661	0.004534	0.001441	0.000071	0.000006	0.000001	0.000000	0.000001
1990s	4000+	4A	0.005938	0.157661	0.289852	0.231765	0.141771	0.078978	0.042682	0.022970	0.019298	0.008388	0.000622	0.000065	0.000009	0.000002	0.000001
1990s	4000+	4B	0.041955	0.346615	0.329703	0.164491	0.068876	0.027905	0.011482	0.004881	0.003141	0.000909	0.000039	0.000003	0.000000	0.000000	0.000001
1990s	4000+	4C	0.009430	0.191316	0.309038	0.224485	0.127165	0.066536	0.034145	0.017602	0.014109	0.005735	0.000393	0.000039	0.000005	0.000001	0.000001
1990s	4000+	5A	0.022771	0.273396	0.332168	0.196468	0.094346	0.043017	0.019653	0.009176	0.006589	0.002277	0.000127	0.000011	0.000001	0.000000	0.000001
1990s	4000+	5B	0.041955	0.346615	0.329703	0.164491	0.068876	0.027905	0.011482	0.004881	0.003141	0.000909	0.000039	0.000003	0.000000	0.000000	0.000001
1990s	4000+	6A	0.040250	0.341157	0.330539	0.167000	0.070651	0.028892	0.011993	0.005141	0.003343	0.000986	0.000043	0.000003	0.000000	0.000000	0.000001
1990s	4000+	6B	0.036645	0.329766	0.332040	0.172266	0.074475	0.031036	0.013101	0.005700	0.003771	0.001143	0.000052	0.000004	0.000000	0.000000	0.000001
1990s	4000+	7A	0.040250	0.341157	0.330539	0.167000	0.070651	0.028892	0.011993	0.005141	0.003343	0.000986	0.000043	0.000003	0.000000	0.000000	0.000001
1990s	4000+	7B	0.036645	0.329766	0.332040	0.172266	0.074475	0.031036	0.013101	0.005700	0.003771	0.001143	0.000052	0.000004	0.000000	0.000000	0.000001
1990s	500-749	1A	0.000000	0.000010	0.000334	0.002332	0.007632	0.016365	0.027124	0.038015	0.102183	0.299491	0.227274	0.132924	0.070647	0.054984	0.020686
1990s	500-749	2A	0.000000	0.000010	0.000334	0.002332	0.007632	0.016365	0.027124	0.038015	0.102183	0.299491	0.227274	0.132924	0.070647	0.054984	0.020686
1990s	500-749	2B	0.000002	0.000736	0.009293	0.032836	0.063100	0.087600	0.100648	0.102819	0.184741	0.272489	0.096987	0.031950	0.010722	0.005150	0.000925
1990s	500-749	3A	0.000000	0.000065	0.001550	0.008294	0.021750	0.038749	0.054857	0.067077	0.151252	0.327954	0.180603	0.082745	0.036137	0.022796	0.006170
1990s	500-749	3B	0.000002	0.000736	0.009293	0.032836	0.063100	0.087600	0.100648	0.102819	0.184741	0.272489	0.096987	0.031950	0.010722	0.005150	0.000925
1990s	500-749	3C	0.000000	0.000359	0.005629	0.022671	0.047868	0.071567	0.087446	0.094181	0.180820	0.298366	0.121043	0.044030	0.015995	0.008334	0.001691
1990s	500-749	4A	0.000000	0.000035	0.000946	0.005557	0.015714	0.029792	0.044453	0.056877	0.135910	0.325347	0.199408	0.099100	0.046202	0.031240	0.009418
1990s	500-749	4B	0.000001	0.000583	0.007870	0.029065	0.057681	0.082127	0.096349	0.100197	0.184077	0.281891	0.104875	0.035735	0.012323	0.006086	0.001140
1990s	500-749	4C	0.000000	0.000062	0.001498	0.008065	0.021270	0.038075	0.054113	0.066383	0.150290	0.328027	0.181936	0.083820	0.036777	0.023319	0.006364
1990s	500-749	5A	0.000000	0.000214	0.003831	0.016883	0.038161	0.060274	0.077113	0.086405	0.174371	0.313035	0.139789	0.054668	0.021041	0.011635	0.002580
1990s	500-749	5B	0.000001	0.000583	0.007870	0.029065	0.057681	0.082127	0.096349	0.100197	0.184077	0.281891	0.104875	0.035735	0.012323	0.006086	0.001140
1990s	500-749	6A	0.000001	0.000543	0.007501	0.028021	0.056086	0.080428	0.094943	0.099279	0.183677	0.284673	0.107395	0.036976	0.012857	0.006404	0.001215
1990s	500-749	6B	0.000001	0.000462	0.006693	0.025771	0.052715	0.076880	0.092018	0.097360	0.182792	0.290392	0.112741	0.039662	0.014026	0.007106	0.001381
1990s	500-749	7A	0.000001	0.000543	0.007501	0.028021	0.056086	0.080428	0.094943	0.099279	0.183677	0.284673	0.107395	0.036976	0.012857	0.006404	0.001215
1990s	500-749	7B	0.000001	0.000462	0.006693	0.025771	0.052715	0.076880	0.092018	0.097360	0.182792	0.290392	0.112741	0.039662	0.014026	0.007106	0.001381
1990s	750-999	1A	0.000000	0.000015	0.000466	0.003085	0.009647	0.019910	0.031942	0.043521	0.112774	0.310256	0.220374	0.122539	0.062534	0.046584	0.016352
1990s	750-999	2A	0.000000	0.000015	0.000466	0.003085	0.009647	0.019910	0.031942	0.043521	0.112774	0.310256	0.220374	0.122539	0.062534	0.046584	0.016352
1990s	750-999	2B	0.000004	0.001055	0.011936	0.039424	0.072125	0.096290	0.107074	0.106342	0.184450	0.256384	0.085107	0.026616	0.008573	0.003952	0.000669
1990s	750-999	3A	0.000000	0.000096	0.002095	0.010533	0.026333	0.045130	0.061836	0.073505	0.159881	0.325971	0.167773	0.073032	0.030618	0.018505	0.004692
1990s	750-999	3B	0.000004	0.001055	0.011936	0.039424	0.072125	0.096290	0.107074	0.106342	0.184450	0.256384	0.085107	0.026616	0.008573	0.003952	0.000669
1990s	750-999	3C	0.000001	0.000528	0.007371	0.027705	0.055656	0.080004	0.094612	0.099075	0.183616	0.285393	0.108033	0.037293	0.012993	0.006485	0.001234
1990s	750-999	4A	0.000000	0.000052	0.001294	0.007161	0.019310	0.035212	0.050841	0.063232	0.145709	0.327823	0.187922	0.088761	0.039724	0.025716	0.007244
1990s	750-999	4B	0.000002	0.000837	0.010183	0.035140	0.066338	0.090783	0.103054	0.104186	0.184783	0.266718	0.092597	0.029952	0.009909	0.004692	0.000826
1990s	750-999	4C	0.000000	0.000091	0.002023	0.010258	0.025794	0.044401	0.061059	0.072807	0.158985	0.326322	0.169205	0.074073	0.031196	0.018945	0.004840
1990s	750-999	5A	0.000000	0.000313	0.005056	0.020866	0.044922	0.068240	0.084502	0.092059	0.179299	0.303050	0.126354	0.046919	0.017328	0.009182	0.001910
1990s	750-999	5B	0.000002	0.000837	0.010183	0.035140	0.066338	0.090783	0.103054	0.104186	0.184783	0.266718	0.092597	0.029952	0.009909	0.004692	0.000826
1990s	750-999	6A	0.000002	0.000777	0.009671	0.033849	0.064568	0.089082	0.101797	0.103495	0.184825	0.269821	0.094923	0.031017	0.010347	0.004943	0.000882
1990s	750-999	6B	0.000002	0.000667	0.008696	0.031310	0.060954	0.085467	0.098995	0.101829	0.184542	0.276207	0.100056	0.033416	0.011341	0.005511	0.001008
1990s	750-999	7A	0.000002	0.000777	0.009671	0.033849	0.064568	0.089082	0.101797	0.103495	0.184825	0.269821	0.094923	0.031017	0.010347	0.004943	0.000882
1990s	750-999	7B	0.000002	0.000667	0.008696	0.031310	0.060954	0.085467	0.098995	0.101829	0.184542	0.276207	0.100056	0.033416	0.011341	0.005511	0.001008
2000s	0-499	1A	0.000000	0.000022	0.000632	0.003972	0.011900	0.023692	0.036866	0.048922	0.122538	0.318062	0.212510	0.112773	0.055422	0.039642	0.013048
2000s	0-499	2A	0.000000	0.000022	0.000632	0.003972	0.011900	0.023692	0.036866	0.048922	0.122538	0.318062	0.212510	0.112773	0.055422	0.039642	0.013048
2000s	0-499	2B	0.000007	0.001463	0.014935	0.046299	0.080922	0.104215	0.112466	0.108849	0.182801	0.240585	0.074781	0.022251	0.006889	0.003051	0.000487
2000s	0-499	3A	0.000000	0.000137	0.002750	0.013047	0.031193	0.051557	0.068525	0.079350	0.166947	0.321668	0.155491	0.064546	0.026050	0.015129	0.003610
2000s	0-499	3B	0.000007	0.001463	0.014935	0.046299	0.080922	0.104215	0.112466	0.108849	0.182801	0.240585	0.074781	0.022251	0.006889	0.003051	0.000487
2000s	0-499	3C	0.000002	0.000746	0.009379	0.033080	0.063470	0.087984	0.100948	0.102994	0.184753	0.271784	0.096473	0.031729	0.010637	0.005105	0.000917
2000s	0-499	4A	0.000000	0.000074	0.001711	0.008974	0.023175	0.040774	0.057112	0.069193	0.154189	0.327612	0.176452	0.079501	0.034262	0.021318	0.005652
2000s	0-499	4B	0.000005	0.001176	0.012824	0.041487	0.074817	0.098776	0.108823	0.107216	0.184100	0.251536	0.081788	0.025182	0.008013	0.003648	0.000607
2000s	0-499	4C	0.000000	0.000130	0.002655	0.012717	0.030586	0.050775	0.067727	0.078665	0.166151	0.322289	0.156974	0.065535	0.026569	0.015502	0.003725
2000s	0-499	5A	0.000001	0.000444	0.006502	0.025220	0.051861	0.075952	0.091228	0.096819	0.182477	0.291814	0.114176	0.040406	0.014358	0.007310	0.001432
2000s	0-499	5B	0.000005	0.001176	0.012824	0.041487	0.074817	0.098776	0.108823	0.107216	0.184100	0.251536	0.081788	0.025182	0.008013	0.003648	0.000607
2000s	0-499	6A	0.000004	0.001094	0.012215	0.040071	0.072973	0.097082	0.107642	0.106638	0.184375	0.254865	0.084026	0.026138	0.008384	0.003847	0.000647
2000s	0-499	6B	0.000003	0.000929	0.010985	0.037181	0.069159	0.093514	0.105083	0.105308	0.184721	0.261693	0.088864	0.028270	0.009231	0.004314	0.000745
2000s	0-499	7A	0.000004	0.001094	0.012215	0.040071	0.072973	0.097082	0.107642	0.106638	0.184375	0.254865	0.084026	0.026138	0.008384	0.003847	0.000647
2000s	0-499	7B	0.000003	0.000929	0.010985	0.037181	0.069159	0.093514	0.105083	0.105308	0.184721	0.261693	0.088864	0.028270	0.009231	0.004314	0.000745
2000s	1000-1499	1A	0.000000	0.000083	0.001869	0.009618	0.024481	0.042577	0.059076	0.070997	0.156610	0.327069	0.172845	0.076754	0.032694	0.020095	0.005230
2000s	1000-1499	2A	0.000000	0.000083	0.001869	0.009618	0.024481	0.042577	0.059076	0.070997	0.156610	0.327069	0.172845	0.076754	0.032694	0.020095	0.005230
2000s	1000-1499	2B	0.000042	0.004500	0.032321	0.079342	0.116751	0.131163	0.126312	0.110824	0.164800	0.176797	0.042691	0.010484	0.002782	0.001054	0.000134
2000s	1000-1499	3A	0.000001	0.000519	0.007260	0.027382	0.055170	0.079495	0.094192	0.098796	0.183472	0.286183	0.108811	0.037695	0.013171	0.006593	0.001259
2000s	1000-1499	3B	0.000042	0.004500	0.032321	0.079342	0.116751	0.131163	0.126312	0.110824	0.164800	0.176797	0.042691	0.010484	0.002782	0.001054	0.000134
2000s	1000-1499	3C	0.000017	0.002516	0.021690	0.060253	0.097195	0.117487	0.120278	0.111250	0.176605	0.211430	0.058545	0.015957	0.004605	0.001899	0.000273
2000s	1000-1499	4A	0.000000	0.000283	0.004721	0.019805	0.043135	0.066146	0.082575	0.090606	0.178103	0.305840	0.129847	0.048868	0.018239	0.009769	0.002064
2000s	1000-1499	4B	0.000031	0.003716	0.028364	0.072581	0.110145	0.126817	0.124661	0.111336	0.169249	0.188448	0.047706	0.012151	0.003322	0.001298	0.000173
2000s	1000-1499	4C	0.000001	0.000498	0.007060	0.026807	0.054283	0.078544	0.093402	0.098277	0.183235	0.287709	0.110215	0.038399	0.013481	0.006783	0.001307
2000s	1000-1499	5A	0.000008	0.001570	0.015716	0.048044	0.083076	0.106069	0.113641	0.109306	0.182164	0.236722	0.072485	0.021329	0.006545	0.002873	0.000453
2000s	1000-1499	5B	0.000031	0.003716	0.028364	0.072581	0.110145	0.126817	0.124661	0.111336	0.169249	0.188448	0.047706	0.012151	0.003322	0.001298	0.000173
2000s	1000-1499	6A	0.000029	0.003520	0.027239	0.070533	0.108066	0.125399	0.124078	0.111441	0.170579	0.192088	0.049295	0.012681	0.003493	0.001374	0.000185
2000s	1000-1499	6B	0.000024	0.003081	0.024893	0.066325	0.103750	0.122370	0.122727	0.111514	0.173155	0.199740	0.052827	0.013907	0.003904	0.001566	0.000216
2000s	1000-1499	7A	0.000029	0.003520	0.027239	0.070533	0.108066	0.125399	0.124078	0.111441	0.170579	0.192088	0.049295	0.012681	0.003493	0.001374	0.000185
2000s	1000-1499	7B	0.000024	0.003081	0.024893	0.066325	0.103750	0.122370	0.122727	0.111514	0.173155	0.199740	0.052827	0.013907	0.003904	0.001566	0.000216
2000s	1500-1999	1A	0.000000	0.000175	0.003298	0.015016	0.034809	0.056133	0.073091	0.083159	0.171113	0.317492	0.147125	0.059150	0.023268	0.013157	0.003014
2000s	1500-1999	2A	0.000000	0.000175	0.003298	0.015016	0.034809	0.056133	0.073091	0.083159	0.171113	0.317492	0.147125	0.059150	0.023268	0.013157	0.003014
2000s	1500-1999	2B	0.000096	0.007818	0.047098	0.101899	0.136354	0.142033	0.128434	0.106740	0.148497	0.142479	0.029801	0.006551	0.001589	0.000550	0.000061
2000s	1500-1999	3A	0.000004	0.001048	0.011901	0.039359	0.072054	0.096237	0.107046	0.106338	0.184485	0.256510	0.085171	0.026640	0.008582	0.003957	0.000670
2000s	1500-1999	3B	0.000096	0.007818	0.047098	0.101899	0.136354	0.142033	0.128434	0.106740	0.148497	0.142479	0.029801	0.006551	0.001589	0.000550	0.000061
2000s	1500-1999	3C	0.000043	0.004571	0.032693	0.079951	0.117302	0.131489	0.126404	0.110745	0.164400	0.175856	0.042293	0.010350	0.002738	0.001034	0.000131
2000s	1500-1999	4A	0.000001	0.000587	0.007934	0.029250	0.057949	0.082393	0.096551	0.100314	0.184089	0.281423	0.104508	0.035566	0.012254	0.006048	0.001132
2000s	1500-1999	4B	0.000075	0.006573	0.041805	0.094212	0.130052	0.138878	0.128210	0.108470	0.154234	0.153482	0.033657	0.007674	0.001917	0.000683	0.000080
2000s	1500-1999	4C	0.000004	0.001010	0.011590	0.038606	0.071047	0.095285	0.106357	0.105973	0.184558	0.258314	0.086463	0.027210	0.008808	0.004080	0.000696
2000s	1500-1999	5A	0.000022	0.002976	0.024360	0.065366	0.102741	0.121631	0.122366	0.111487	0.173707	0.201563	0.053711	0.014221	0.004010	0.001615	0.000225
2000s	1500-1999	5B	0.000075	0.006573	0.041805	0.094212	0.130052	0.138878	0.128210	0.108470	0.154234	0.153482	0.033657	0.007674	0.001917	0.000683	0.000080
2000s	1500-1999	6A	0.000069	0.006211	0.040244	0.091884	0.128073	0.137818	0.128046	0.108929	0.155939	0.156955	0.034929	0.008055	0.002031	0.000731	0.000086
2000s	1500-1999	6B	0.000058	0.005528	0.037131	0.087055	0.123823	0.135423	0.127539	0.109774	0.159427	0.164375	0.037726	0.008909	0.002290	0.000840	0.000102
2000s	1500-1999	7A	0.000069	0.006211	0.040244	0.091884	0.128073	0.137818	0.128046	0.108929	0.155939	0.156955	0.034929	0.008055	0.002031	0.000731	0.000086
2000s	1500-1999	7B	0.000058	0.005528	0.037131	0.087055	0.123823	0.135423	0.127539	0.109774	0.159427	0.164375	0.037726	0.008909	0.002290	0.000840	0.000102
2000s	2000-2499	1A	0.000001	0.000368	0.005693	0.022831	0.048107	0.071829	0.087675	0.094345	0.180937	0.297992	0.120617	0.043793	0.015883	0.008259	0.001670
2000s	2000-2499	2A	0.000001	0.000368	0.005693	0.022831	0.048107	0.071829	0.087675	0.094345	0.180937	0.297992	0.120617	0.043793	0.015883	0.008259	0.001670
2000s	2000-2499	2B	0.000188	0.012948	0.066553	0.127075	0.154401	0.148865	0.126208	0.099230	0.129012	0.110561	0.019915	0.003894	0.000857	0.000268	0.000026
2000s	2000-2499	3A	0.000012	0.002082	0.019027	0.054978	0.091286	0.112881	0.117759	0.110693	0.179267	0.221965	0.064077	0.018033	0.005341	0.002262	0.000338
2000s	2000-2499	3B	0.000188	0.012948	0.066553	0.127075	0.154401	0.148865	0.126208	0.099230	0.129012	0.110561	0.019915	0.003894	0.000857	0.000268	0.000026
2000s	2000-2499	3C	0.000097	0.007977	0.047868	0.103049	0.137279	0.142463	0.128421	0.106446	0.147622	0.140931	0.029295	0.006410	0.001548	0.000533	0.000059
2000s	2000-2499	4A	0.000005	0.001204	0.013063	0.042072	0.075580	0.099462	0.109286	0.107427	0.183952	0.250205	0.080920	0.024808	0.007864	0.003565	0.000589
2000s	2000-2499	4B	0.000155	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.135520	0.120402	0.022754	0.004620	0.001049	0.000339	0.000034
2000s	2000-2499	4C	0.000012	0.002010	0.018565	0.054023	0.090172	0.111975	0.117230	0.110537	0.179710	0.223976	0.065171	0.018447	0.005487	0.002333	0.000351
2000s	2000-2499	5A	0.000056	0.005415	0.036638	0.086323	0.123203	0.135091	0.127484	0.109911	0.159945	0.165457	0.038142	0.009040	0.002332	0.000859	0.000105
2000s	2000-2499	5B	0.000155	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.135520	0.120402	0.022754	0.004620	0.001049	0.000339	0.000034
2000s	2000-2499	6A	0.000143	0.010526	0.057756	0.116241	0.147127	0.146573	0.127700	0.102783	0.137494	0.123555	0.023708	0.004872	0.001118	0.000365	0.000038
2000s	2000-2499	6B	0.000122	0.009450	0.053712	0.110967	0.143302	0.145089	0.128130	0.104341	0.141589	0.130311	0.025808	0.005437	0.001273	0.000425	0.000045
2000s	2000-2499	7A	0.000143	0.010526	0.057756	0.116241	0.147127	0.146573	0.127700	0.102783	0.137494	0.123555	0.023708	0.004872	0.001118	0.000365	0.000038
2000s	2000-2499	7B	0.000122	0.009450	0.053712	0.110967	0.143302	0.145089	0.128130	0.104341	0.141589	0.130311	0.025808	0.005437	0.001273	0.000425	0.000045
2000s	2500-2999	1A	0.000002	0.000766	0.009537	0.033468	0.064006	0.088511	0.101351	0.103229	0.184778	0.270827	0.095720	0.031383	0.010496	0.005026	0.000900
2000s	2500-2999	2A	0.000002	0.000766	0.009537	0.033468	0.064006	0.088511	0.101351	0.103229	0.184778	0.270827	0.095720	0.031383	0.010496	0.005026	0.000900
2000s	2500-2999	2B	0.000329	0.020435	0.090661	0.152973	0.168761	0.150614	0.119758	0.089119	0.108417	0.083211	0.012901	0.002239	0.000445	0.000126	0.000011
2000s	2500-2999	3A	0.000034	0.003869	0.029136	0.073925	0.111489	0.127728	0.125033	0.111265	0.168385	0.186077	0.046656	0.011794	0.003204	0.001243	0.000163
2000s	2500-2999	3B	0.000329	0.020435	0.090661	0.152973	0.168761	0.150614	0.119758	0.089119	0.108417	0.083211	0.012901	0.002239	0.000445	0.000126	0.000011
2000s	2500-2999	3C	0.000191	0.013175	0.067365	0.128022	0.154996	0.149022	0.126052	0.098910	0.128281	0.109462	0.019593	0.003810	0.000835	0.000260	0.000025
2000s	2500-2999	4A	0.000015	0.002336	0.020641	0.058213	0.094928	0.115731	0.119330	0.111058	0.177667	0.215507	0.060646	0.016731	0.004874	0.002029	0.000296
2000s	2500-2999	4B	0.000273	0.017671	0.082321	0.144590	0.164574	0.150599	0.122265	0.092627	0.115143	0.091596	0.014918	0.002693	0.000554	0.000162	0.000015
2000s	2500-2999	4C	0.000032	0.003748	0.028484	0.072773	0.110339	0.126957	0.124728	0.111339	0.169140	0.188092	0.047528	0.012085	0.003299	0.001286	0.000171
2000s	2500-2999	5A	0.000122	0.009280	0.052939	0.109911	0.142521	0.144773	0.128199	0.104641	0.142398	0.131661	0.026224	0.005546	0.001302	0.000436	0.000046
2000s	2500-2999	5B	0.000273	0.017671	0.082321	0.144590	0.164574	0.150599	0.122265	0.092627	0.115143	0.091596	0.014918	0.002693	0.000554	0.000162	0.000015
2000s	2500-2999	6A	0.000264	0.016957	0.079847	0.141905	0.163116	0.150468	0.122977	0.093696	0.117261	0.094304	0.015580	0.002843	0.000590	0.000174	0.000016
2000s	2500-2999	6B	0.000232	0.015340	0.074702	0.136405	0.160073	0.150097	0.124341	0.095837	0.121634	0.100142	0.017090	0.003202	0.000680	0.000205	0.000019
2000s	2500-2999	7A	0.000264	0.016957	0.079847	0.141905	0.163116	0.150468	0.122977	0.093696	0.117261	0.094304	0.015580	0.002843	0.000590	0.000174	0.000016
2000s	2500-2999	7B	0.000232	0.015340	0.074702	0.136405	0.160073	0.150097	0.124341	0.095837	0.121634	0.100142	0.017090	0.003202	0.000680	0.000205	0.000019
2000s	3000-3999	1A	0.000010	0.001810	0.017275	0.051336	0.087013	0.109376	0.115679	0.110037	0.180865	0.229627	0.068364	0.019699	0.005946	0.002568	0.000396
2000s	3000-3999	2A	0.000010	0.001810	0.017275	0.051336	0.087013	0.109376	0.115679	0.110037	0.180865	0.229627	0.068364	0.019699	0.005946	0.002568	0.000396
2000s	3000-3999	2B	0.000575	0.034129	0.127442	0.184103	0.179734	0.145507	0.106755	0.074180	0.083170	0.055870	0.007211	0.001082	0.000191	0.000047	0.000004
2000s	3000-3999	3A	0.000097	0.007831	0.047070	0.101800	0.136245	0.141964	0.128411	0.106751	0.148564	0.142629	0.029859	0.006570	0.001595	0.000552	0.000062
2000s	3000-3999	3B	0.000575	0.034129	0.127442	0.184103	0.179734	0.145507	0.106755	0.074180	0.083170	0.055870	0.007211	0.001082	0.000191	0.000047	0.000004
2000s	3000-3999	3C	0.000377	0.023077	0.098413	0.160288	0.171978	0.150116	0.117199	0.085870	0.102548	0.076372	0.011369	0.001911	0.000370	0.000102	0.000009
2000s	3000-3999	4A	0.000049	0.004971	0.034587	0.083036	0.120173	0.133246	0.126931	0.110338	0.162230	0.170809	0.040291	0.009723	0.002545	0.000951	0.000119
2000s	3000-3999	4B	0.000505	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.078224	0.089579	0.062275	0.008427	0.001313	0.000239	0.000061	0.000005
2000s	3000-3999	4C	0.000091	0.007575	0.046122	0.100505	0.135210	0.141453	0.128383	0.107046	0.149536	0.144508	0.030521	0.006761	0.001650	0.000574	0.000065
2000s	3000-3999	5A	0.000258	0.016859	0.079688	0.141763	0.163017	0.150423	0.122982	0.093738	0.117392	0.094555	0.015667	0.002868	0.000597	0.000177	0.000016
2000s	3000-3999	5B	0.000505	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.078224	0.089579	0.062275	0.008427	0.001313	0.000239	0.000061	0.000005
2000s	3000-3999	6A	0.000481	0.028828	0.114096	0.173806	0.176948	0.148126	0.111713	0.079466	0.091604	0.064369	0.008841	0.001394	0.000256	0.000066	0.000005
2000s	3000-3999	6B	0.000439	0.026451	0.107741	0.168500	0.175143	0.149072	0.113987	0.082045	0.095917	0.068967	0.009776	0.001580	0.000296	0.000079	0.000006
2000s	3000-3999	7A	0.000481	0.028828	0.114096	0.173806	0.176948	0.148126	0.111713	0.079466	0.091604	0.064369	0.008841	0.001394	0.000256	0.000066	0.000005
2000s	3000-3999	7B	0.000439	0.026451	0.107741	0.168500	0.175143	0.149072	0.113987	0.082045	0.095917	0.068967	0.009776	0.001580	0.000296	0.000079	0.000006
2000s	4000+	1A	0.005789	0.155876	0.288476	0.232037	0.142622	0.079750	0.043225	0.023316	0.019634	0.008561	0.000637	0.000066	0.000009	0.000002	0.000001
2000s	4000+	2A	0.005789	0.155876	0.288476	0.232037	0.142622	0.079750	0.043225	0.023316	0.019634	0.008561	0.000637	0.000066	0.000009	0.000002	0.000001
2000s	4000+	2B	0.085285	0.446028	0.293397	0.114355	0.039577	0.013601	0.004814	0.001775	0.000959	0.000204	0.000005	0.000000	0.000000	0.000000	0.000001
2000s	4000+	3A	0.023086	0.274446	0.332334	0.196048	0.093908	0.042721	0.019481	0.009081	0.006511	0.002246	0.000125	0.000011	0.000001	0.000000	0.000001
