Location,Vintage,Heating Fuel,None,"SEER 10, 6.2 HSPF","SEER 13, 7.7 HSPF","SEER 14, 8.2 HSPF","SEER 17, 8.7 HSPF","SEER 18, 9.3 HSPF",Count,Weight
H1C3,pre-1950,electricity,0.698993325557,0.0,0.10146597394,0.0,0.199540700503,0.0,6,18972.37
H1C3,pre-1950,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,1925.05
H1C3,pre-1950,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,7,22466.54
H2,1950s,electricity,0.750753703383,0.0,0.123910112668,0.0630079990259,0.0,0.0623281849225,10,30552.47
H2,1950s,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,2,3096.74
H2,1950s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,9,39425.27
H2,1950s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,4,6857.51
H2,1960s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,7,11508.97
H2,1960s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,3,20903.96
H2,1960s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,4,8759.76
H2,1970s,electricity,0.879715611352,0.0,0.120284388648,0.0,0.0,0.0,16,32008.31
H2,1970s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,16,66005.72
H2,1970s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,2,4978.22
H2,1970s,propane,1.0,0.0,0.0,0.0,0.0,0.0,1,1192.46
H2,1980s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,5,10711.83
H2,1980s,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,1144.67
H2,1980s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,2,3829.33
H2,1980s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,7,16350.87
H2,1990s,electricity,0.454933965801,0.0488691308245,0.0488691308245,0.29965434793,0.0988042937948,0.0488691308245,17,38966.93
H2,1990s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,23,74861.81
H2,1990s,none,1.0,0.0,0.0,0.0,0.0,0.0,2,3808.56
H2,1990s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,8,13044.74
H2,2000s,electricity,0.654018263015,0.0951255332541,0.0961630683464,0.154693135384,0.0,0.0,12,20018.6
H2,2000s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,19,60190.71
H2,2000s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,3,4262.18
H2,2000s,propane,1.0,0.0,0.0,0.0,0.0,0.0,4,6440.85
H2,2010s,electricity,0.760464583727,0.0,0.0,0.0,0.239535416273,0.0,2,4978.22
H2,2010s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,1,1904.28
H2,pre-1950,electricity,0.719117948344,0.112719650443,0.0560541337377,0.0560541337377,0.0560541337377,0.0,14,33972.16
H2,pre-1950,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,8,26422.94
H2,pre-1950,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,14,43418.14
H2,pre-1950,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,7,11735.57
H3,1950s,electricity,0.358813723543,0.0,0.0,0.641186276457,0.0,0.0,2,3323.34
H3,1950s,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,1192.46
H3,1950s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,12,22437.76
H3,1950s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,1,1904.28
H3,1960s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,4,7363.14
H3,1960s,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,3785.76
H3,1960s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,9,16267.08
H3,1960s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,4,7331.48
H3,1960s,propane,1.0,0.0,0.0,0.0,0.0,0.0,1,3785.76
H3,1970s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,5,12039.53
H3,1970s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,15,31328.12
H3,1970s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,3,5406.43
H3,1970s,propane,1.0,0.0,0.0,0.0,0.0,0.0,1,2130.88
H3,1980s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,4,7219.77
H3,1980s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,9,16314.87
H3,1980s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,3,4420.22
H3,1980s,propane,1.0,0.0,0.0,0.0,0.0,0.0,3,4468.01
H3,1990s,electricity,0.774814227308,0.0,0.0,0.225185772692,0.0,0.0,6,10590.9
H3,1990s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,12,18714.88
H3,1990s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,4,4626.47
H3,1990s,propane,1.0,0.0,0.0,0.0,0.0,0.0,1,1192.46
H3,2000s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,2,2384.92
H3,2000s,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,1925.05
H3,2000s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,19,27904.94
H3,2000s,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,2,3275.55
H3,2010s,electricity,1.0,0.0,0.0,0.0,0.0,0.0,1,3785.76
H3,2010s,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,1,2130.88
H3,pre-1950,electricity,1.0,0.0,0.0,0.0,0.0,0.0,1,1144.67
H3,pre-1950,fuel oil,1.0,0.0,0.0,0.0,0.0,0.0,1,8559.1
H3,pre-1950,natural gas,1.0,0.0,0.0,0.0,0.0,0.0,22,44589.4
H3,pre-1950,other fuel,1.0,0.0,0.0,0.0,0.0,0.0,4,13553.87
H1C1 OR,pre-1950,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,pre-1950,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1950s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1950s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1960s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1960s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1970s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1970s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1970s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1980s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1980s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1980s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1990s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,1990s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2000s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2000s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2000s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2000s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2010s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2010s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 OR,2010s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,pre-1950,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1950s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1960s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1970s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1980s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1980s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1990s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,1990s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2000s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2000s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2010s,electricity,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2010s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2010s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2010s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C1 WA,2010s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,pre-1950,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,pre-1950,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1950s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1950s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1950s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1960s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1960s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1970s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1970s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1970s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1980s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1980s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1980s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1990s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,1990s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2000s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2000s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2000s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2000s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,electricity,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,natural gas,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C2,2010s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,pre-1950,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,pre-1950,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,pre-1950,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1950s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1950s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1950s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1960s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1960s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1960s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1960s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1970s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1970s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1980s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1980s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1980s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1990s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1990s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,1990s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2000s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2000s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2000s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,electricity,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,natural gas,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,other fuel,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H1C3,2010s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,pre-1950,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,pre-1950,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1950s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1950s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1960s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1960s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1960s,propane,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1970s,fuel oil,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
H2,1970s,none,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0.0
