occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,heating_setpoint,cooling_setpoint
1,0.198,0.198,0,0.0833,0,0,0.281,0.652,0.0604,0.501,0,0.148,0,0
1,0.194,0.194,0,0.983,0,0,0.281,0.652,0.0664,0.0902,0,0.131,0,0
1,0.187,0.187,0,0,0,0,0.281,0.652,0.0724,0,0,0.134,0,0
1,0.316,0.316,0,0,0,0,0.14,0.738,0.136,0,0,0.154,0,0
1,0.313,0.313,0,0,0,0,0.14,0.738,0.153,0,0,0.487,0,0
0.667,0.318,0.318,0.25,0,0,0,0.14,0.738,0.162,0,0,0.0433,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.665,0.0982,0,0,0,0,0
0.333,0.236,0.236,0,0,0,0,0.281,0.684,0.12,0,0,0,0,0
0.333,0.302,0.302,0,0,0,0,0.281,0.704,0.145,0,0,0.13,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.191,0,0,0.13,0,0
0.667,0.683,0.683,0,0,0,0,0.14,0.842,0.51,0,0,0.303,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.629,0,0,0.13,0,0
0.667,0.434,0.434,0,0,0,0,0.14,0.764,0.596,0,0,0.173,0,0
0.667,0.378,0.378,0,0,0,0,0.14,0.711,0.363,0,0,0.354,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.275,0,0
1,0.0583,0.0583,0,0,0,0,0.281,0.612,0.031,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0866,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0.517,0,0,0,0.421,0.566,0.0181,0,0,0.135,0,0
1,0.453,0.453,0,0,0,0,0,0.804,0.111,0,0,0.422,0,0
1,0.481,0.481,0,0,0,0,0,0.824,0.183,0,0,0.277,0,0
1,0.495,0.495,0,0,0,0,0,0.824,0.242,0,0,0.25,-1,1
1,0.481,0.481,0,0,0,0,0,0.824,0.289,0,0,0.419,-1,1
0.667,0.325,0.325,0,0,0,0,0.14,0.738,0.217,0,0,0.392,-1,1
0.667,0.316,0.316,0,0,0,0,0.14,0.738,0.233,0,0,0.288,-1,1
0.667,0.313,0.313,0,0,0,0,0.14,0.738,0.274,0,0,0.461,-1,1
0.667,0.318,0.318,0,0,0,0,0.14,0.738,0.312,0,0,0.382,-1,1
0.667,0.346,0.346,0,0,0,0,0.14,0.764,0.343,0,0,0.234,-1,1
0.333,0.236,0.236,0,0,0.483,0.8,0.281,0.684,0.189,0,0.3,0.293,-1,1
0.333,0.302,0.302,0,0,0,0.0167,0.281,0.704,0.195,0,0.267,0.13,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.228,0,0.451,0.173,0,0
0.333,0.367,0.367,0,0,0,0,0.281,0.704,0.296,0,0.401,0.19,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.673,0,0,0.0433,0,0
1,0.626,0.626,0,0,0,0,0,0.863,0.923,0,0,0.26,0,0
1,0.214,0.214,0,0,0,0,0.281,0.639,0.206,0,0,0.173,0,0
1,0.117,0.117,0,0,0,0,0.281,0.619,0.101,0,0,0.0866,0,0
1,0.0749,0.0749,0,0,0,0,0.281,0.612,0.0499,0,0,0.303,0,0
1,0.0583,0.0583,0,0,0,0,0.281,0.612,0.031,0,0,0.181,0,0
1,0.05,0.05,0,0,0,0,0.281,0.612,0.0224,0,0,0.0137,0,0
1,0.05,0.05,0,0,0,0,0.281,0.612,0.019,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.173,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0.13,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.194,0.194,0,0,0,0,0.281,0.652,0.0731,0,0,0,0,0
1,0.346,0.346,0,0,0,0,0.14,0.738,0.168,0,0,0,-1,1
0.667,0.194,0.194,0.517,0,0,0,0.281,0.652,0.108,0,0,0.0866,-1,1
0.667,0.187,0.187,0,0,0,0,0.281,0.652,0.118,0,0,0.0433,-1,1
0.667,0.183,0.183,0,0,0,0,0.281,0.652,0.125,0,0,0.13,-1,1
0.333,0.182,0.182,0,0,0,0,0.281,0.652,0.146,0,0,0,-1,1
0.333,0.184,0.184,0.417,0,0,0,0.281,0.652,0.165,0,0,0,-1,1
0.333,0.198,0.198,0.35,0,0,0,0.281,0.665,0.18,0,0,0.0866,-1,1
0.667,0.421,0.421,0,0,0,0,0.14,0.803,0.36,0,0,0,-1,1
0.667,0.553,0.553,0,0,0,0,0.14,0.842,0.372,0,0,0,0,0
0.667,0.675,0.675,0,0,0,0,0.14,0.855,0.437,0,0,0.173,0,0
0.667,0.683,0.683,0,0,0,0,0.14,0.842,0.573,0,0,0.216,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.673,0,0,0.0503,0,0
0.667,0.434,0.434,0,0,0,0,0.14,0.764,0.621,0,0,0.451,0,0
0.667,0.214,0.214,0,0,0,0,0.281,0.639,0.206,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.13,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.184,0.184,0,0,0,0,0.281,0.645,0.0449,0,0,0.159,0,0
0.667,0.337,0.337,0,0,0,0,0.14,0.738,0.0895,0,0,0,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.652,0.0604,0,0,0,0,0
0.333,0.194,0.194,0.25,0,0,0,0.281,0.652,0.0664,0,0,0.0433,0,0
0.333,0.187,0.187,0.517,0,0,0,0.281,0.652,0.0724,0,0,0.26,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.652,0.0759,0,0,0.0433,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.652,0.0845,0,0,0,0,0
0.333,0.184,0.184,0,0,0,0,0.281,0.652,0.0888,0,0,0.173,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.665,0.0982,0,0,0.13,0,0
0.333,0.236,0.236,0,0,0,0,0.281,0.684,0.12,0,0,0.0433,0,0
0.333,0.302,0.302,0,0,0,0,0.281,0.704,0.145,0,0,0.13,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.191,0,0,0.13,0,0
0.667,0.683,0.683,0,0,0,0,0.14,0.842,0.51,0,0,0.13,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.629,0,0,0.0866,0,0
0.667,0.242,0.242,0,0,0,0,0.281,0.665,0.306,0,0,0.173,0,0
0.667,0.214,0.214,0,0,0,0,0.281,0.639,0.189,0,0,0.0433,0,0
0.667,0.117,0.117,0,0,0,0,0.281,0.619,0.0879,0,0,0.0866,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.144,0,0
1,0.153,0.153,0.5,0,0,0,0.281,0.625,0.0355,0,0,0.225,0,0
0.667,0.184,0.184,1,0,0,0,0.281,0.645,0.0449,0,0,0,0,0
0.333,0.05,0.05,0.05,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.346,0.346,0,0,0,0,0.14,0.738,0.105,0,0,0,0,0
0.667,0.337,0.337,0,0,0,0,0.14,0.738,0.117,0,0,0.13,0,0
0.667,0.325,0.325,0,0,0,0,0.14,0.738,0.129,0,0,0,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.652,0.0759,0,0,0.0866,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.652,0.0845,0,0,0.0866,0,0
0.333,0.184,0.184,0,0,0,0,0.281,0.652,0.0888,0,0,0.0866,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.665,0.0982,0,0,0.0866,0,0
0.333,0.236,0.236,0,0,0,0,0.281,0.684,0.12,0,0,0.13,0,0
0.333,0.302,0.302,0,0,0,0,0.281,0.704,0.145,0.131,0,0.0433,0,0
0.333,0.363,0.363,0.75,0.833,0,0,0.281,0.71,0.191,0.32,0,0.13,0,0
0,0.05,0.05,0.0167,0.517,0.103,0,0.421,0.566,0.0159,0,0,0.216,0,0
0,0.05,0.05,0,0,0.379,0.533,0.421,0.566,0.0159,0,0.384,0.303,0,0
0.333,0.242,0.242,0,0,0,0,0.281,0.665,0.306,0,0.328,0.216,0,0
0.333,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.117,0.117,0,0,0,0,0.281,0.619,0.0879,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0.5,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.0518,0.0518,0.267,0,0,0,0.281,0.612,0.02,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.116,0,0
1,0.153,0.153,0,0,0,0,0.281,0.625,0.0355,0,0,0.146,0,0
1,0.319,0.319,0,0,0,0,0.14,0.724,0.074,0,0,0,0,0
0.333,0.194,0.194,0,0,0,0,0.281,0.652,0.0527,0,0,0,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.652,0.0604,0,0,0.0433,0,0
0.333,0.194,0.194,0,0,0,0,0.281,0.652,0.0664,0,0,0.13,0,0
0,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.652,0.0759,0,0,0.13,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.652,0.0845,0,0,0.13,0,0
0.333,0.184,0.184,0,0,0,0,0.281,0.652,0.0888,0,0,0.0433,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.665,0.0982,0,0,0.0866,0,0
0.333,0.236,0.236,0,0,0,0,0.281,0.684,0.12,0,0,0.216,0,0
0.333,0.302,0.302,0,0,0,0,0.281,0.704,0.145,0,0,0.216,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.191,0,0,0.303,0,0
0.333,0.367,0.367,0,0,0,0,0.281,0.704,0.263,0,0,0.258,0,0
0.667,0.57,0.57,0,0,0.483,0.633,0.14,0.816,0.629,0,0.221,0.217,0,0
0.667,0.434,0.434,0,0,0,0.183,0.14,0.764,0.596,0,0.59,0,0,0
0.667,0.378,0.378,0,0,0,0,0.14,0.711,0.363,0,0.216,0.214,0,0
0.667,0.184,0.184,0,0,0,0,0.14,0.672,0.16,0,0,0.169,0,0
0.667,0.0749,0.0749,0,0,0,0,0.281,0.612,0.0424,0,0,0.0804,0,0
0.667,0.0583,0.0583,0,0,0,0,0.281,0.612,0.026,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0.25,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.319,0.319,0,0,0,0,0.14,0.724,0.074,0,0,0,0,0
1,0.337,0.337,0,0,0,0,0.14,0.738,0.0895,0,0,0.0839,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.652,0.0604,0,0,0,0,0
0.333,0.194,0.194,0,0,0,0,0.281,0.652,0.0664,0,0,0,0,0
0.333,0.187,0.187,0.517,0,0,0,0.281,0.652,0.0724,0,0,0.0866,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.652,0.0759,0,0,0,0,0
0.667,0.313,0.313,0,0,0,0,0.14,0.738,0.153,0,0,0.13,0,0
0.333,0.184,0.184,0,0,0,0,0.281,0.652,0.0888,0,0,0.13,0,0
0.667,0.346,0.346,0,0,0,0,0.14,0.764,0.181,0,0,0.26,0,0
0.667,0.421,0.421,0,0,0,0,0.14,0.803,0.224,0,0,0.649,0,0
0.667,0.553,0.553,0,0,0,0,0.14,0.842,0.273,0,0,0,0,0
1,0.988,0.988,0,0,0,0,0,1,0.541,0,0,0.0433,0,0
0.667,0.683,0.683,0,0,0,0,0.14,0.842,0.51,0,0,0.216,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.629,0,0,0.13,0,0
0.667,0.434,0.434,0,0,0,0,0.14,0.764,0.596,0,0,0.0433,0,0
0.667,0.378,0.378,0,0,0.483,0.133,0.14,0.711,0.363,0,0,0.26,0,0
1,0.184,0.184,0,0,0,0.133,0.14,0.672,0.16,0,0.446,0.153,0,0
1,0.0749,0.0749,0,0,0,0,0.281,0.612,0.0424,0,0,0.153,0,0
1,0.0583,0.0583,0,0,0,0,0.281,0.612,0.026,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.0433,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.117,0,0
1,0.153,0.153,0,0,0,0,0.281,0.625,0.0355,0,0,0.0708,0,0
1,0.184,0.184,0,0,0,0,0.281,0.645,0.0449,0,0,0.143,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.224,0,0
1,0.346,0.346,0,0,0,0,0.14,0.738,0.105,0,0,0.26,0,0
0.667,0.05,0.05,0,0,0,0,0.421,0.566,0.0159,0,0,0.14,0,0
0.667,0.187,0.187,0,0,0,0,0.281,0.652,0.0724,0,0,0.199,0,0
0.667,0.183,0.183,0,0,0,0,0.281,0.652,0.0759,0,0,0.139,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.652,0.0845,0,0,0.124,0,0
0.667,0.318,0.318,0,0,0,0,0.14,0.738,0.162,0,0,0.245,0,0
0.333,0.198,0.198,0,0,0,0,0.281,0.665,0.0982,0,0,0.216,0,0
0.333,0.236,0.236,0,0,0,0,0.281,0.684,0.12,0,0,0.173,0,0
0.333,0.302,0.302,0,0,0,0,0.281,0.704,0.145,0,0,0.0433,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.191,0,0,0.16,0,0
0.333,0.367,0.367,0,0,0,0,0.281,0.704,0.263,0,0,0.283,0,0
0.667,0.57,0.57,0,0,0,0,0.14,0.816,0.629,0,0,0.0433,0,0
0.667,0.242,0.242,0,0.0833,0,0,0.281,0.665,0.306,0.602,0,0.157,0,0
1,0.214,0.214,0,0.983,0,0,0.281,0.639,0.189,0.385,0,0.0866,0,0
1,0.117,0.117,0,0,0,0,0.281,0.619,0.0879,0,0.0897,0.0866,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.05,0.05,0.667,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
1,0.153,0.153,0.1,0,0,0,0.281,0.625,0.0327,0,0,0,0,0
1,0.184,0.184,0,0,0,0,0.281,0.645,0.049,0,0,0.307,0,0
1,0.337,0.337,0,0,0,0,0.14,0.738,0.128,0,0,0.23,0,0
0.667,0.198,0.198,0,0,0,0,0.281,0.652,0.0928,0,0,0.174,-1,1
0.667,0.194,0.194,0,0,0,0,0.281,0.652,0.108,0,0,0,-1,1
0.667,0.187,0.187,0,0,0,0,0.281,0.652,0.118,0,0,0.0433,-1,1
0.667,0.183,0.183,0,0,0,0,0.281,0.652,0.125,0,0,0.0433,-1,1
0.667,0.182,0.182,0,0,0,0,0.281,0.652,0.146,0,0,0.422,-1,1
0.667,0.184,0.184,0,0,0,0,0.281,0.652,0.165,0,0,0.209,-1,1
0.667,0.198,0.198,0,0,0,0,0.281,0.665,0.18,0,0,0.312,-1,1
0.667,0.236,0.236,0,0,0,0,0.281,0.684,0.189,0,0,0.37,-1,1
0.667,0.553,0.553,0,0,0,0,0.14,0.842,0.372,0,0,0.26,0,0
0.333,0.363,0.363,0,0,0,0,0.281,0.71,0.228,0,0,0.237,0,0
0.667,0.683,0.683,0,0,0,0,0.14,0.842,0.573,0,0,0.216,0,0
0.667,0.31,0.31,0,0,0,0,0.281,0.691,0.345,0,0,0.0433,0,0
0.667,0.242,0.242,0,0,0,0,0.281,0.665,0.32,0,0,0.0433,0,0
1,0.214,0.214,0,0,0,0,0.281,0.639,0.206,0,0,0,0,0
1,0.05,0.05,0,0,0,0,0.421,0.566,0.0181,0,0,0,0,0
