occupants,refrigerator,cooking_range,plug_loads
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.042157399,0.521682352
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.041987238,0.489890575
1,0.751678832,0.023992707,0.475045406
1,0.73189781,0.023992707,0.460200237
1,0.712116788,0.041987238,0.475045406
1,0.712116788,0.065979945,0.489890575
1,0.751678832,0.149954421,0.549271251
0.88,0.791240876,0.251923428,0.623497096
0.41,0.811021898,0.275916135,0.638342264
0.24,0.811021898,0.287912489,0.638342264
0.24,0.791240876,0.251923428,0.638342264
0.24,0.791240876,0.299908842,0.653187433
0.24,0.83080292,0.34189608,0.668032602
0.24,0.83080292,0.275916135,0.668032602
0.24,0.83080292,0.34189608,0.653187433
0.24,0.811021898,0.263919781,0.682877771
0.29,0.870364964,0.55183227,0.712568109
0.55,0.949489051,0.899726527,0.771948785
0.9,0.989051095,0.701786691,0.786793954
0.9,0.949489051,0.359890611,0.742258447
0.9,0.929708029,0.20993619,0.69772294
1,0.909927007,0.149954421,0.668032602
1,0.870364964,0.09597083,0.593806758
1,0.811021898,0.065979945,0.534426082
1,0.791240876,0.041987238,0.519580913
1,0.771459854,0.042157399,0.491871932
1,0.751678832,0.024089942,0.476966722
1,0.73189781,0.024089942,0.462061512
1,0.712116788,0.042157399,0.476966722
1,0.712116788,0.066247341,0.491871932
1,0.751678832,0.150562139,0.551492773
0.88,0.791240876,0.252944394,0.626018823
0.41,0.811021898,0.277034336,0.640924033
0.24,0.811021898,0.289079307,0.640924033
0.24,0.791240876,0.252944394,0.640924033
0.24,0.791240876,0.301124278,0.655829243
0.24,0.83080292,0.343281677,0.670734453
0.24,0.83080292,0.277034336,0.670734453
0.24,0.83080292,0.343281677,0.655829243
0.24,0.811021898,0.264989365,0.685639663
0.29,0.870364964,0.554068672,0.715450083
0.55,0.949489051,0.903372835,0.775070924
0.9,0.989051095,0.704630811,0.789976134
0.9,0.949489051,0.361349134,0.745260503
0.9,0.929708029,0.210786995,0.700544873
1,0.909927007,0.150562139,0.670734453
1,0.870364964,0.096359769,0.596208403
1,0.811021898,0.066247341,0.536587562
1,0.791240876,0.042157399,0.521682352
1,0.771459854,0.042157399,0.491871932
1,0.751678832,0.024089942,0.476966722
1,0.73189781,0.024089942,0.462061512
1,0.712116788,0.042157399,0.476966722
1,0.712116788,0.066247341,0.491871932
1,0.751678832,0.150562139,0.551492773
0.88,0.791240876,0.252944394,0.626018823
0.41,0.811021898,0.277034336,0.640924033
0.24,0.811021898,0.289079307,0.640924033
0.24,0.791240876,0.252944394,0.640924033
0.24,0.791240876,0.301124278,0.655829243
0.24,0.83080292,0.343281677,0.670734453
0.24,0.83080292,0.277034336,0.670734453
0.24,0.83080292,0.343281677,0.655829243
0.24,0.811021898,0.264989365,0.685639663
0.29,0.870364964,0.554068672,0.715450083
0.55,0.949489051,0.903372835,0.775070924
0.9,0.989051095,0.704630811,0.789976134
0.9,0.949489051,0.361349134,0.745260503
0.9,0.929708029,0.210786995,0.700544873
1,0.909927007,0.150562139,0.670734453
1,0.870364964,0.096359769,0.596208403
1,0.811021898,0.066247341,0.536587562
1,0.791240876,0.042157399,0.521682352
1,0.771459854,0.042157399,0.491871932
1,0.751678832,0.024089942,0.476966722
1,0.73189781,0.024089942,0.462061512
1,0.712116788,0.042157399,0.476966722
1,0.712116788,0.066247341,0.491871932
1,0.751678832,0.150562139,0.551492773
0.88,0.791240876,0.252944394,0.626018823
0.41,0.811021898,0.277034336,0.640924033
0.24,0.811021898,0.289079307,0.640924033
0.24,0.791240876,0.252944394,0.640924033
0.24,0.791240876,0.301124278,0.655829243
0.24,0.83080292,0.343281677,0.670734453
0.24,0.83080292,0.277034336,0.670734453
0.24,0.83080292,0.343281677,0.655829243
0.24,0.811021898,0.264989365,0.685639663
0.29,0.870364964,0.554068672,0.715450083
0.55,0.949489051,0.903372835,0.775070924
0.9,0.989051095,0.704630811,0.789976134
0.9,0.949489051,0.361349134,0.745260503
0.9,0.929708029,0.210786995,0.700544873
1,0.909927007,0.150562139,0.670734453
1,0.870364964,0.096359769,0.596208403
1,0.811021898,0.066247341,0.536587562
1,0.791240876,0.042157399,0.521682352
1,0.771459854,0.042157399,0.491871932
1,0.751678832,0.024089942,0.476966722
1,0.73189781,0.024089942,0.462061512
1,0.712116788,0.042157399,0.476966722
1,0.712116788,0.066247341,0.491871932
1,0.751678832,0.150562139,0.551492773
0.88,0.791240876,0.252944394,0.626018823
0.41,0.811021898,0.277034336,0.640924033
0.24,0.811021898,0.289079307,0.640924033
0.24,0.791240876,0.252944394,0.640924033
0.24,0.791240876,0.301124278,0.655829243
0.24,0.83080292,0.343281677,0.670734453
0.24,0.83080292,0.277034336,0.670734453
0.24,0.83080292,0.343281677,0.655829243
0.24,0.811021898,0.264989365,0.685639663
0.29,0.870364964,0.554068672,0.715450083
0.55,0.949489051,0.903372835,0.775070924
0.9,0.989051095,0.704630811,0.789976134
0.9,0.949489051,0.361349134,0.745260503
0.9,0.929708029,0.210786995,0.700544873
1,0.909927007,0.150562139,0.670734453
1,0.870364964,0.096359769,0.596208403
1,0.811021898,0.066247341,0.536587562
1,0.791240876,0.042157399,0.521682352
1,0.771459854,0.042157399,0.491871932
1,0.751678832,0.024089942,0.476966722
1,0.73189781,0.024089942,0.462061512
1,0.712116788,0.042157399,0.476966722
1,0.712116788,0.066247341,0.491871932
1,0.751678832,0.150562139,0.551492773
0.88,0.791240876,0.252944394,0.626018823
0.41,0.811021898,0.277034336,0.640924033
