occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,vacancy
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.275,0.532,0.304,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0,1
0.667,0.297,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0.314,0.59,0.347,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0.0857,1
0.667,0.338,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0.322,0.609,0.382,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0,0.171,1
0.667,0.237,0.431,0.431,0,0.717,0.743,0.743,0.743,0,0,0,0.316,0.547,0.402,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0,0.343,1
1,0.804,0.586,0.586,0,0.65,0.81,0.81,0.81,0.417,0,0,0.586,0.77,0.415,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0.396,0,0.171,1
1,0.946,0.697,0.697,0,0,0.844,0.844,0.844,0.367,0,0,0.697,0.785,0.489,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0.404,0,0.0428,1
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0.741,0.741,0.643,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0,0.0428,1
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0.785,0.696,0.756,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0,0.0428,1
1,0.566,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0.763,0.667,0.698,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0,1
1,0.345,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0.521,0.55,0.441,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0.0857,1
1,0.183,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0.455,0.511,0.201,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0.0691,1
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.319,0.483,0.0858,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0.161,1
1,0.0578,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.308,0.473,0.0429,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0.0656,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0234,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0156,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0273,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0,1
1,0.0495,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0468,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0,0,1
0.667,0.0495,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0.258,0.465,0.0838,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0,0,0,1
0.667,0.0495,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.138,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0,0,1
0.667,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0.319,0,0.257,0.523,0.183,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0.116,0,1
0.667,0.312,0.265,0.265,0,0,0.675,0.675,0.675,0,0.574,0.25,0.263,0.58,0.218,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0.773,0,1
0.667,0.3,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0.27,0.59,0.24,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0.543,0.0428,1
0.667,0.292,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0.263,0.6,0.257,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0,0.0428,1
0.667,0.289,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.292,0.6,0.304,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0.0428,1
1,0.297,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0.314,0.59,0.347,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0.0428,1
1,0.338,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0.322,0.609,0.382,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0,0.0942,1
1,0.425,0.431,0.431,0,0,0.743,0.743,0.743,0,0,0,0.373,0.629,0.402,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0,0.233,1
1,0.553,0.586,0.586,0,0,0.81,0.81,0.81,0,0,0,0.477,0.669,0.415,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0,0.272,1
1,0.647,0.697,0.697,0,0,0.844,0.844,0.844,0,0,0,0.55,0.679,0.489,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0,0.0428,1
0.667,0.629,0.741,0.741,0,0.533,0.81,0.81,0.81,0,0,0,0.58,0.649,0.643,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0,0.171,1
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0.785,0.696,0.756,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0,0.405,1
1,0.566,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0.763,0.667,0.698,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0.385,1
1,0.493,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0.652,0.593,0.441,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0.0428,1
1,0.183,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0.455,0.511,0.201,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0.0857,1
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.319,0.483,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
1,0.051,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.293,0.468,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0.0968,1
1,0.147,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0.33,0.493,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0,0.101,1
0.667,0.177,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0.345,0.518,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0,0,0.293,1
0.333,0.0495,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0,0.0428,1
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0,0.0857,1
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0,0.0857,1
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0,0.0428,1
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0,0,1
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0,1
0.667,0.173,0.343,0.343,0,0.583,0.709,0.709,0.709,0,0,0,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0,1
0.667,0.194,0.354,0.354,0,1,0.692,0.692,0.692,0,0,0,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0,0,1
1,0.612,0.431,0.431,0,1,0.743,0.743,0.743,0,0,0,0.431,0.711,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0,0.0458,1
1,0.804,0.586,0.586,0,0.15,0.81,0.81,0.81,0,0,0,0.586,0.77,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0,0.341,1
0.667,0.647,0.697,0.697,0,0.533,0.844,0.844,0.844,0,0,0,0.55,0.679,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0,0.0428,1
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0,0.0857,1
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0,0.219,1
1,0.394,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0.595,0.6,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0.409,1
1,0.345,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0.521,0.55,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0.155,1
1,0.0495,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0.214,1
1,0.0495,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.258,0.465,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0.0857,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0.0486,1
1,0.0816,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.305,0.473,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0.101,1
1,0.147,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0.33,0.493,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0,0,1
0.667,0.177,0.52,0.52,0,0,0.675,0.675,0.675,0.533,0,0,0.345,0.518,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.412,0,0,1
0.333,0.184,0.376,0.376,0,0,0.692,0.692,0.692,0.517,0,0,0.297,0.523,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0.452,0,0,1
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0.533,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0.319,0,0.0857,1
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0.517,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0,0,1
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0,0.0857,1
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0,0.171,1
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0,1
0.667,0.297,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0.314,0.59,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0,1
0.333,0.194,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0,0.0428,1
0.333,0.237,0.431,0.431,0,0,0.743,0.743,0.743,0.533,0,0,0.316,0.547,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0.548,0,0.0857,1
0.333,0.301,0.586,0.586,0,0,0.81,0.81,0.81,0.517,0,0,0.367,0.567,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0.497,0,0.224,1
0.667,0.647,0.697,0.697,0,0,0.844,0.844,0.844,0,0,0,0.55,0.679,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0,0.462,1
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0,0.309,1
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0,0.24,1
1,0.566,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0.763,0.667,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0.0381,1
1,0.345,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0.521,0.55,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0.0857,1
1,0.0495,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.258,0.465,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0.257,1
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
1,0.051,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.293,0.468,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0,1
1,0.0816,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.305,0.473,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0.154,1
1,0.342,0.476,0.476,0,0,0.641,0.641,0.641,0,0.596,0.0333,0.476,0.548,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0.371,0.107,1
1,0.433,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0.733,0.52,0.622,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0,0.645,0.189,1
0.333,0.184,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0.297,0.523,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0.596,0.471,1
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0.916,0.0857,1
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0.646,0.0428,1
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0.209,0,1
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0,0.0428,1
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0,1
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0.171,1
0.333,0.194,0.354,0.354,0,0,0.692,0.692,0.692,0.0333,0,0,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0.117,0,0,1
0.333,0.237,0.431,0.431,0.0288,0.267,0.743,0.743,0.743,1,0,0,0.316,0.547,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0.414,0,0.257,1
0.667,0.553,0.586,0.586,0.346,0,0.81,0.81,0.81,0.0167,0,0,0.477,0.669,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0,0,1
0.667,0.647,0.697,0.697,0.593,0,0.844,0.844,0.844,0.0333,0,0,0.55,0.679,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0.0968,0,0.0983,1
0.667,0.629,0.741,0.741,0.683,0,0.81,0.81,0.81,1,0,0,0.58,0.649,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0.504,0,0.128,1
1,0.747,0.785,0.785,1,0,0.793,0.793,0.793,0.0167,0,0,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0.705,0,0.171,1
1,0.566,0.763,0.763,0.679,0,0.776,0.776,0.776,0,0,0,0.763,0.667,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0.0857,1
1,0.197,0.652,0.652,0.132,0,0.743,0.743,0.743,0,0,0,0.389,0.508,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.553,0.553,0.0658,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.258,0.465,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0.0428,1
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
0.667,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0,1
0.667,0.0816,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.305,0.473,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0,1
0.333,0.0495,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0,0,1
0.333,0.0495,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0.258,0.465,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0,0,0,1
0.333,0.0495,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0,0.0428,1
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0,0,1
0.333,0.181,0.265,0.265,0,0.333,0.675,0.675,0.675,0,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0,0,1
0.333,0.175,0.276,0.276,0,0.483,0.675,0.675,0.675,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0,0,1
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0,0,1
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0,0.343,1
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0,0.0428,1
0,0.0495,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0.258,0.465,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0,0.0428,1
0.333,0.237,0.431,0.431,0.0288,0,0.743,0.743,0.743,0,0,0,0.316,0.547,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0,0.128,1
0.667,0.553,0.586,0.586,0.346,0.833,0.81,0.81,0.81,0,0,0,0.477,0.669,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0,0.343,1
1,0.946,0.697,0.697,0.593,1,0.844,0.844,0.844,0.0333,0,0,0.697,0.785,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0.112,0,0,1
1,0.919,0.741,0.741,0.683,1,0.81,0.81,0.81,0.75,0,0,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0.54,0,0,1
1,0.747,0.785,0.785,1,1,0.793,0.793,0.793,0,0,0,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0.574,0,0.0857,1
1,0.566,0.763,0.763,0.679,0.283,0.776,0.776,0.776,0,0,0,0.763,0.667,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0,0.159,1
1,0.345,0.652,0.652,0.132,0,0.743,0.743,0.743,0,0,0,0.521,0.55,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0,0.0428,1
1,0.183,0.553,0.553,0.0658,0,0.692,0.692,0.692,0,0,0,0.455,0.511,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0,0.214,1
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0.319,0.483,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0,0,0,1
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0,0,0,1
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0,0,0,1
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0.258,0.465,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0,0,0.139,1
0.667,0.147,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0.33,0.493,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0,0,0.0758,1
0.667,0.305,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0.432,0.57,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0,0,0.0467,1
0.667,0.318,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0.337,0.58,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0,0,1
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0,0.171,1
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0.783,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0.537,0,0,1
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0.267,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0,0.246,1
