Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	2030s	0.000000	0.122451	0.485725	0.306542	0.085283	0.000000	0.000000	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	2030s	0.000000	0.056012	0.000000	0.088559	0.372535	0.213948	0.111469	0.042371	0.115105
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.000000	0.069443	0.401111	0.212478	0.254051	0.062917
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	2030s	0.032919	0.070255	0.168950	0.453834	0.173587	0.039995	0.032001	0.028459	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	2030s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.045362	0.223983	0.387692	0.093226	0.185516	0.064221
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	2030s	0.000000	0.000000	0.220618	0.779382	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	2030s	0.000000	0.000000	0.072384	0.658267	0.088077	0.181271	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.020341	0.233300	0.258039	0.285225	0.159576	0.043520
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	2030s	0.000000	0.000000	0.421080	0.408685	0.000000	0.170235	0.000000	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	2030s	0.137958	0.423057	0.253252	0.185733	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.471729	0.105659	0.000000	0.422612	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.000000	0.106772	0.495606	0.173134	0.171437	0.053051
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	2030s	0.076678	0.384029	0.356673	0.182620	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.593976	0.331273	0.000000	0.000000	0.074751	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	2030s	0.029168	0.000000	0.014796	0.047833	0.137242	0.221102	0.197367	0.279516	0.072974
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 5+ Units	2030s	0.057488	0.327122	0.330425	0.200114	0.061248	0.023604	0.000000	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	2030s	0.000000	0.082681	0.022579	0.101327	0.306014	0.176496	0.152093	0.135400	0.023409
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.022298	0.000000	0.268313	0.147403	0.223991	0.337994
Non-CBSA East North Central	Mobile Home	2030s	0.000000	0.000000	0.118823	0.519506	0.216754	0.144916	0.000000	0.000000	0.000000
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	2030s	0.000000	0.000000	0.000000	0.614906	0.175383	0.000000	0.000000	0.209711	0.000000
Non-CBSA East North Central	Multi-Family with 5+ Units	2030s	0.005118	0.106451	0.352440	0.368271	0.167720	0.000000	0.000000	0.000000	0.000000
Non-CBSA East North Central	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.229769	0.770231	0.000000	0.000000	0.000000	0.000000
Non-CBSA East North Central	Single-Family Detached	2030s	0.000000	0.000000	0.062696	0.099346	0.133281	0.190350	0.213877	0.157712	0.142739
Non-CBSA East South Central	Mobile Home	2030s	0.000000	0.000000	0.000000	0.134559	0.865441	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Multi-Family with 5+ Units	2030s	0.053673	0.091704	0.431145	0.273381	0.150097	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Single-Family Attached	2030s	0.000000	0.374635	0.000000	0.329082	0.296283	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Single-Family Detached	2030s	0.000000	0.011492	0.044031	0.066324	0.210136	0.193841	0.224670	0.187907	0.061599
Non-CBSA Middle Atlantic	Mobile Home	2030s	0.156932	0.000000	0.424474	0.321346	0.097247	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	2030s	0.000000	0.572915	0.106187	0.320899	0.000000	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.126256	0.297220	0.327135	0.000000	0.249388	0.000000
Non-CBSA Middle Atlantic	Single-Family Detached	2030s	0.000000	0.000000	0.035619	0.078731	0.252217	0.215431	0.206306	0.169730	0.041967
Non-CBSA Mountain	Mobile Home	2030s	0.000000	0.033166	0.000000	0.279850	0.686984	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	2030s	0.000000	0.165624	0.127100	0.548170	0.159106	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Multi-Family with 5+ Units	2030s	0.000000	0.211254	0.222961	0.515454	0.050331	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.408674	0.106455	0.136711	0.000000	0.348160	0.000000
Non-CBSA Mountain	Single-Family Detached	2030s	0.000000	0.000000	0.047827	0.109031	0.243924	0.156743	0.118354	0.229225	0.094896
Non-CBSA New England	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
Non-CBSA New England	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA New England	Multi-Family with 5+ Units	2030s	0.337508	0.058020	0.000000	0.263150	0.341322	0.000000	0.000000	0.000000	0.000000
Non-CBSA New England	Single-Family Attached	2030s	0.000000	0.082681	0.022579	0.101327	0.306014	0.176496	0.152093	0.135400	0.023409
Non-CBSA New England	Single-Family Detached	2030s	0.000000	0.000000	0.000000	0.000000	0.443868	0.274670	0.221280	0.060182	0.000000
Non-CBSA Pacific	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	2030s	0.000000	0.249137	0.620291	0.000000	0.130572	0.000000	0.000000	0.000000	0.000000
Non-CBSA Pacific	Multi-Family with 5+ Units	2030s	0.068298	0.350072	0.347010	0.186487	0.048132	0.000000	0.000000	0.000000	0.000000
Non-CBSA Pacific	Single-Family Attached	2030s	0.000000	0.000000	0.000000	0.430676	0.462420	0.106905	0.000000	0.000000	0.000000
Non-CBSA Pacific	Single-Family Detached	2030s	0.000000	0.058879	0.014632	0.072524	0.227346	0.292058	0.176613	0.157948	0.000000
Non-CBSA South Atlantic	Mobile Home	2030s	0.053148	0.091704	0.135491	0.425802	0.104639	0.189215	0.000000	0.000000	0.000000
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA South Atlantic	Multi-Family with 5+ Units	2030s	0.002290	0.219910	0.309616	0.374454	0.069603	0.000000	0.024128	0.000000	0.000000
Non-CBSA South Atlantic	Single-Family Attached	2030s	0.000000	0.000000	0.005803	0.317128	0.339655	0.249800	0.087613	0.000000	0.000000
Non-CBSA South Atlantic	Single-Family Detached	2030s	0.000000	0.014435	0.010089	0.060249	0.169884	0.183602	0.185076	0.252577	0.124086
Non-CBSA West North Central	Mobile Home	2030s	0.000000	0.000000	0.194390	0.367070	0.212148	0.226392	0.000000	0.000000	0.000000
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	2030s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA West North Central	Multi-Family with 5+ Units	2030s	0.061320	0.043223	0.269317	0.519332	0.070953	0.035854	0.000000	0.000000	0.000000
Non-CBSA West North Central	Single-Family Attached	2030s	0.101427	0.000000	0.015194	0.234917	0.385143	0.181665	0.000000	0.081654	0.000000
Non-CBSA West North Central	Single-Family Detached	2030s	0.027031	0.027919	0.000000	0.112003	0.116590	0.155217	0.196330	0.255728	0.109181
Non-CBSA West South Central	Mobile Home	2030s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	2030s	0.020317	0.020345	0.395915	0.563423	0.000000	0.000000	0.000000	0.000000	0.000000
Non-CBSA West South Central	Multi-Family with 5+ Units	2030s	0.005088	0.323714	0.293499	0.264866	0.112093	0.000000	0.000000	0.000000	0.000740
Non-CBSA West South Central	Single-Family Attached	2030s	0.000000	0.016565	0.000000	0.664040	0.000000	0.153053	0.000000	0.000000	0.166342
Non-CBSA West South Central	Single-Family Detached	2030s	0.000000	0.015684	0.000000	0.117952	0.234642	0.193161	0.122827	0.211970	0.103764
CBSA Atlanta-Sandy Springs-Roswell, GA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Atlanta-Sandy Springs-Roswell, GA	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Atlanta-Sandy Springs-Roswell, GA	Multi-Family with 5+ Units	2040s	0.085999	0.120171	0.462042	0.290429	0.041359	0.000000	0.000000	0.000000	0.000000
CBSA Atlanta-Sandy Springs-Roswell, GA	Single-Family Attached	2040s	0.060261	0.000000	0.000000	0.479418	0.183902	0.056703	0.145866	0.073850	0.000000
CBSA Atlanta-Sandy Springs-Roswell, GA	Single-Family Detached	2040s	0.012862	0.000000	0.000000	0.033832	0.057281	0.140401	0.184076	0.304253	0.267295
CBSA Boston-Cambridge-Newton, MA-NH	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Multi-Family with 5+ Units	2040s	0.108472	0.126875	0.295636	0.368778	0.100239	0.000000	0.000000	0.000000	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.000000	0.670003	0.179809	0.000000	0.150188	0.000000
CBSA Boston-Cambridge-Newton, MA-NH	Single-Family Detached	2040s	0.000000	0.000000	0.076194	0.000000	0.185938	0.178431	0.133380	0.254181	0.171876
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 2 - 4 Units	2040s	0.000000	0.077281	0.303663	0.420638	0.000000	0.198418	0.000000	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Multi-Family with 5+ Units	2040s	0.218873	0.241417	0.380073	0.159637	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.263714	0.423944	0.000000	0.312342	0.000000	0.000000
CBSA Chicago-Naperville-Elgin, IL-IN-WI	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.124695	0.116782	0.042517	0.100690	0.304039	0.311277
CBSA Dallas-Fort Worth-Arlington, TX	Mobile Home	2040s	0.145680	0.000000	0.000000	0.501577	0.352743	0.000000	0.000000	0.000000	0.000000
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 2 - 4 Units	2040s	0.000000	0.193697	0.660021	0.000000	0.000000	0.146282	0.000000	0.000000	0.000000
CBSA Dallas-Fort Worth-Arlington, TX	Multi-Family with 5+ Units	2040s	0.013628	0.304047	0.300206	0.335110	0.047008	0.000000	0.000000	0.000000	0.000000
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Attached	2040s	0.000000	0.070017	0.072468	0.152198	0.245770	0.228538	0.064462	0.166547	0.000000
CBSA Dallas-Fort Worth-Arlington, TX	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.045201	0.140550	0.237284	0.137922	0.227683	0.211360
CBSA Detroit-Warren-Dearborn, MI	Mobile Home	2040s	0.000000	0.000000	0.000000	0.517698	0.482302	0.000000	0.000000	0.000000	0.000000
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Detroit-Warren-Dearborn, MI	Multi-Family with 5+ Units	2040s	0.335689	0.000000	0.464969	0.199343	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Detroit-Warren-Dearborn, MI	Single-Family Attached	2040s	0.000000	0.133072	0.120010	0.474092	0.109223	0.163603	0.000000	0.000000	0.000000
CBSA Detroit-Warren-Dearborn, MI	Single-Family Detached	2040s	0.000000	0.038082	0.054649	0.068492	0.160499	0.060917	0.081392	0.302949	0.233021
CBSA Houston-The Woodlands-Sugar Land, TX	Mobile Home	2040s	0.180937	0.000000	0.169876	0.473683	0.071019	0.104486	0.000000	0.000000	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 2 - 4 Units	2040s	0.000000	0.134903	0.483154	0.171809	0.210135	0.000000	0.000000	0.000000	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Multi-Family with 5+ Units	2040s	0.000000	0.203593	0.415829	0.345817	0.034761	0.000000	0.000000	0.000000	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Attached	2040s	0.000000	0.000000	0.027213	0.083804	0.083172	0.386628	0.325718	0.093465	0.000000
CBSA Houston-The Woodlands-Sugar Land, TX	Single-Family Detached	2040s	0.000000	0.000000	0.012821	0.038064	0.101934	0.217518	0.262545	0.232690	0.134427
CBSA Los Angeles-Long Beach-Anaheim, CA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Los Angeles-Long Beach-Anaheim, CA	Multi-Family with 5+ Units	2040s	0.000000	0.397220	0.200875	0.401905	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Attached	2040s	0.000000	0.114726	0.147427	0.000000	0.440162	0.130675	0.000000	0.000000	0.167010
CBSA Los Angeles-Long Beach-Anaheim, CA	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.058805	0.116039	0.316704	0.046503	0.100571	0.361378
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Multi-Family with 5+ Units	2040s	0.043219	0.117477	0.332966	0.322388	0.150950	0.033000	0.000000	0.000000	0.000000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Attached	2040s	0.000000	0.094814	0.329426	0.103171	0.151960	0.320629	0.000000	0.000000	0.000000
CBSA Miami-Fort Lauderdale-West Palm Beach, FL	Single-Family Detached	2040s	0.000000	0.000000	0.041817	0.000000	0.129394	0.354413	0.222340	0.160684	0.091352
CBSA New York-Newark-Jersey City, NY-NJ-PA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 2 - 4 Units	2040s	0.266490	0.000000	0.368179	0.197222	0.168109	0.000000	0.000000	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Multi-Family with 5+ Units	2040s	0.137634	0.174014	0.314776	0.325112	0.000000	0.000000	0.048463	0.000000	0.000000
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.174814	0.000000	0.561415	0.130544	0.000000	0.133227
CBSA New York-Newark-Jersey City, NY-NJ-PA	Single-Family Detached	2040s	0.052609	0.000000	0.000000	0.087670	0.169890	0.139841	0.242466	0.152318	0.155205
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	2040s	0.000000	0.122451	0.485725	0.306542	0.085283	0.000000	0.000000	0.000000	0.000000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	2040s	0.000000	0.056012	0.000000	0.088559	0.372535	0.213948	0.111469	0.042371	0.115105
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.000000	0.069443	0.401111	0.212478	0.254051	0.062917
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	2040s	0.032919	0.070255	0.168950	0.453834	0.173587	0.039995	0.032001	0.028459	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	2040s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.045362	0.223983	0.387692	0.093226	0.185516	0.064221
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	2040s	0.000000	0.000000	0.220618	0.779382	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	2040s	0.000000	0.000000	0.072384	0.658267	0.088077	0.181271	0.000000	0.000000	0.000000
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.020341	0.233300	0.258039	0.285225	0.159576	0.043520
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	2040s	0.000000	0.000000	0.421080	0.408685	0.000000	0.170235	0.000000	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	2040s	0.137958	0.423057	0.253252	0.185733	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.471729	0.105659	0.000000	0.422612	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.000000	0.106772	0.495606	0.173134	0.171437	0.053051
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	2040s	0.076678	0.384029	0.356673	0.182620	0.000000	0.000000	0.000000	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.593976	0.331273	0.000000	0.000000	0.074751	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	2040s	0.029168	0.000000	0.014796	0.047833	0.137242	0.221102	0.197367	0.279516	0.072974
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 5+ Units	2040s	0.057488	0.327122	0.330425	0.200114	0.061248	0.023604	0.000000	0.000000	0.000000
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	2040s	0.000000	0.082681	0.022579	0.101327	0.306014	0.176496	0.152093	0.135400	0.023409
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	2040s	0.000000	0.000000	0.000000	0.022298	0.000000	0.268313	0.147403	0.223991	0.337994
Non-CBSA East North Central	Mobile Home	2040s	0.000000	0.000000	0.118823	0.519506	0.216754	0.144916	0.000000	0.000000	0.000000
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	2040s	0.000000	0.000000	0.000000	0.614906	0.175383	0.000000	0.000000	0.209711	0.000000
Non-CBSA East North Central	Multi-Family with 5+ Units	2040s	0.005118	0.106451	0.352440	0.368271	0.167720	0.000000	0.000000	0.000000	0.000000
Non-CBSA East North Central	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.229769	0.770231	0.000000	0.000000	0.000000	0.000000
Non-CBSA East North Central	Single-Family Detached	2040s	0.000000	0.000000	0.062696	0.099346	0.133281	0.190350	0.213877	0.157712	0.142739
Non-CBSA East South Central	Mobile Home	2040s	0.000000	0.000000	0.000000	0.134559	0.865441	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Multi-Family with 5+ Units	2040s	0.053673	0.091704	0.431145	0.273381	0.150097	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Single-Family Attached	2040s	0.000000	0.374635	0.000000	0.329082	0.296283	0.000000	0.000000	0.000000	0.000000
Non-CBSA East South Central	Single-Family Detached	2040s	0.000000	0.011492	0.044031	0.066324	0.210136	0.193841	0.224670	0.187907	0.061599
Non-CBSA Middle Atlantic	Mobile Home	2040s	0.156932	0.000000	0.424474	0.321346	0.097247	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	2040s	0.000000	0.572915	0.106187	0.320899	0.000000	0.000000	0.000000	0.000000	0.000000
Non-CBSA Middle Atlantic	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.126256	0.297220	0.327135	0.000000	0.249388	0.000000
Non-CBSA Middle Atlantic	Single-Family Detached	2040s	0.000000	0.000000	0.035619	0.078731	0.252217	0.215431	0.206306	0.169730	0.041967
Non-CBSA Mountain	Mobile Home	2040s	0.000000	0.033166	0.000000	0.279850	0.686984	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	2040s	0.000000	0.165624	0.127100	0.548170	0.159106	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Multi-Family with 5+ Units	2040s	0.000000	0.211254	0.222961	0.515454	0.050331	0.000000	0.000000	0.000000	0.000000
Non-CBSA Mountain	Single-Family Attached	2040s	0.000000	0.000000	0.000000	0.408674	0.106455	0.136711	0.000000	0.348160	0.000000
Non-CBSA Mountain	Single-Family Detached	2040s	0.000000	0.000000	0.047827	0.109031	0.243924	0.156743	0.118354	0.229225	0.094896
Non-CBSA New England	Mobile Home	2040s	0.127971	0.044420	0.086149	0.348079	0.237222	0.126291	0.029868	0.000000	0.000000
Non-CBSA New England	Multi-Family with 2 - 4 Units	2040s	0.000000	0.186034	0.158104	0.546495	0.109366	0.000000	0.000000	0.000000	0.000000
